index,rank,crowns,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles
636,Competitive,3,4,1,3,2,3,2,1,3.6964285714285716,0.0,0.0,104,97.5,12.5,7576,1275,2.34,4,1,1962.5,7,3,3,2,2
637,Competitive,1,8,0,0,1,2,3,2,4.0,0.0,0.0,104,75.0,0.0,7827,1675,1.4625,27,3,3500.0,8,5,0,0,0
638,Competitive,1,6,1,1,4,1,2,1,3.25,3571.0336952433286,93819.30019759404,99,85.0,15.55,8638,1366,2.0714285714285716,10,1,3856.25,8,4,0,1,0
639,Competitive,3,4,1,3,3,3,1,1,4.75,1028.7332611430184,23924.735705221614,101,90.0,8.5,10139,3617,1.6199999999999999,5,1,3025.0,8,5,1,1,2
640,Competitive,3,6,1,1,0,2,5,1,4.625,0.0,0.0,92,65.0,25.0,13719,1850,2.142857142857143,12,4,1818.75,8,3,2,1,0
641,Competitive,1,8,0,0,1,4,3,0,4.5,0.0,0.0,66,78.75,0.0,5983,2062,1.4874999999999998,30,2,1993.75,8,3,2,0,0
642,Competitive,2,6,0,2,5,2,1,0,4.0,0.0,0.0,104,72.5,0.0,8979,2095,1.3333333333333333,23,0,2687.5,8,4,1,1,1
643,Competitive,3,4,1,3,1,3,1,3,3.375,3315.8380469771932,127592.1310234751,104,82.5,14.75,5215,1465,2.5799999999999996,18,2,2537.5,8,4,1,0,2
644,Competitive,1,4,1,3,2,3,2,1,2.875,17344.30180742171,617546.3664013683,92,90.0,7.5,4136,1514,0.9600000000000002,12,1,2806.25,8,2,1,0,3
645,Competitive,3,7,0,1,4,1,2,1,4.0,797.5230494916891,21439.55264567069,99,72.85714285714286,0.0,9972,3056,1.9428571428571428,11,3,2825.0,8,4,1,1,0
646,Competitive,3,6,0,2,4,0,1,3,4.125,1675.1296657950431,44065.71873831443,104,67.5,0.0,11098,2303,1.5333333333333334,11,4,2375.0,8,5,2,1,1
647,Fun Deck,1,7,0,1,0,1,6,1,4.125,0.0,0.0,59,72.85714285714286,0.0,4935,1506,1.4571428571428573,24,4,2131.25,8,3,2,0,1
