index,rank,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles
9087,Champion,5,0,3,1,0,4,3,4.125,10926.061735168834,286773.233471742,104,75.0,0.5,8595,2219,1.44,5,3,3368.75,8,5,0,1,2
9088,Champion,6,0,2,1,1,2,4,3.875,53682.661104818115,1437721.7738654674,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0
9089,Champion,6,0,2,0,0,5,3,3.625,488.535666699799,12484.92769253217,104,75.0,1.05,7990,1292,1.0999999999999999,26,4,2493.75,8,3,2,2,0
9090,Champion,5,1,2,2,5,1,0,3.875,3427.90169596993,129038.37424186358,104,90.0,6.666666666666667,4477,1563,2.6666666666666665,15,2,3481.25,8,4,1,0,2
9091,Champion,6,0,2,3,1,1,3,3.125,18398.65013891397,715518.4195399244,103,77.5,0.0,6913,3146,1.3833333333333335,8,3,3075.0,8,4,1,0,2
9092,Champion,5,1,2,3,3,1,1,4.125,2778.16721286058,94467.82985166191,104,63.0,13.333333333333334,9727,3087,3.1999999999999997,10,3,1800.0,8,5,2,1,1
9093,Champion,7,0,1,2,1,3,2,4.0,1271.496095870255,26113.11115901272,103,79.28571428571429,0.0,11344,1695,1.542857142857143,25,4,3312.5,8,3,1,0,1
9094,Champion,5,0,3,3,2,2,1,3.75,8432.01498455793,175019.3960908724,104,84.0,0.0,5504,3162,1.54,10,3,3050.0,8,4,0,1,3
9095,Champion,5,1,2,1,3,1,3,4.125,435.3382341273552,10902.778677951279,104,75.0,6.666666666666667,10449,2057,2.766666666666667,5,3,3412.5,8,5,1,0,2
9096,Champion,6,0,2,1,0,2,5,4.25,17099.308498123184,458549.4417299734,104,67.5,0.75,8899,2421,1.3499999999999999,6,5,3331.25,8,5,0,1,1
9097,Champion,4,0,4,0,1,6,1,4.125,0.0,0.0,104,63.75,1.025,6914,3046,2.175,18,2,2600.0,7,2,1,3,2
9098,Champion,5,0,3,2,1,4,1,4.0,3926.8346196176785,112093.18812522897,104,72.0,6.0,6611,1811,1.7000000000000004,15,2,2962.5,8,5,0,1,1
9099,Champion,5,1,2,2,2,3,1,3.875,1601.221284881832,42179.3640286766,104,81.0,7.166666666666667,8863,1663,2.9499999999999997,7,1,3537.5,8,3,1,0,2
9100,Champion,7,1,0,0,3,1,4,4.5,5756.8658377787815,147509.52119139812,104,77.14285714285714,70.0,9426,2676,1.075,9,5,1793.75,7,2,1,0,0
9101,Champion,5,0,3,3,1,2,2,3.375,1238.8737054245717,33533.88917189111,104,63.0,0.5,6698,1334,1.4600000000000002,7,3,3287.5,8,4,1,0,3
9102,Champion,4,1,3,3,2,1,2,3.25,53694.5688664914,1497170.5011039749,104,90.0,7.5,4960,2918,1.1999999999999997,8,2,3325.0,8,4,0,0,3
9103,Champion,5,1,2,2,2,2,2,2.75,17627.644258450353,544591.4167499115,104,84.0,10.0,5018,1420,1.3,13,2,3618.75,8,2,1,0,2
9104,Champion,4,2,2,5,1,1,1,3.0,34409.273469519554,1256494.1555536638,104,82.5,15.0,6074,2113,0.85,7,1,4075.0,8,4,0,0,2
9105,Champion,5,1,2,2,4,1,1,4.25,0.0,0.0,104,69.0,13.333333333333334,9091,3512,3.2500000000000004,7,2,3225.0,8,5,1,0,2
9106,Champion,5,0,3,2,2,2,2,3.75,17535.763537994753,468515.1758226019,104,84.0,0.0,5504,3281,1.5400000000000003,10,3,3225.0,8,3,0,0,3
9107,Champion,5,0,3,3,1,3,1,3.0,2286.2955352023387,73611.83234912388,104,102.0,1.3333333333333333,5197,1111,1.18,21,1,2281.25,8,3,2,2,1
9108,Champion,6,0,2,4,0,1,3,4.125,1675.1296657950443,44065.71873831443,104,67.5,0.0,11098,2303,1.5333333333333334,11,4,2375.0,8,5,2,1,1
9109,Champion,6,0,2,1,1,3,3,3.875,40669.02256953948,1080774.751440688,104,77.5,4.0,10440,2408,1.3833333333333335,6,4,2268.75,8,4,1,2,0
9110,Champion,5,0,3,3,1,2,2,3.625,4190.913273308253,87013.32937922489,104,78.0,0.0,4855,2974,1.64,8,3,3381.25,8,4,0,1,3
9111,Champion,6,0,2,3,2,2,1,3.5,0.0,0.0,104,77.5,3.0,8617,3425,1.5999999999999999,10,2,3075.0,8,5,1,2,0
9112,Champion,6,0,2,0,2,1,5,3.5,4341.8014634118645,159111.8399831674,104,72.5,0.0,7007,2110,1.1500000000000001,6,6,3212.5,8,5,1,0,2
9113,Champion,7,0,1,4,0,1,3,3.25,11.023301213040897,148.07084383832708,104,94.28571428571429,0.0,8984,1270,1.1,23,3,1931.25,8,4,1,1,0
9114,Champion,3,1,4,1,1,4,2,3.5,25619.047390238913,710222.5001033536,103,70.0,9.82,5868,814,1.5,3,1,4275.0,8,5,0,2,1
9115,Champion,5,1,2,2,3,2,1,2.875,7174.498074022405,316747.63719989447,104,69.0,10.0,7538,2353,1.7333333333333334,7,3,2756.25,8,3,2,1,2
9116,Champion,6,1,1,5,2,0,1,3.625,14.792543446913266,226.82279574844836,104,90.0,20.0,6384,1568,2.6714285714285713,17,1,2037.5,8,3,1,1,0
9117,Champion,6,0,2,1,4,1,2,3.125,7976.071269516724,329475.8333952707,104,77.5,1.5,5851,2694,1.6166666666666665,11,2,2650.0,8,3,2,1,1
9118,Champion,7,0,1,4,0,1,3,3.25,11.023301213040897,148.07084383832708,104,94.28571428571429,0.0,8984,1270,1.0999999999999999,23,3,1931.25,8,4,1,1,0
9119,Champion,6,0,2,2,2,3,1,3.625,0.0,0.0,104,67.5,1.5,10741,2217,1.5166666666666668,8,4,3312.5,8,3,1,1,1
9120,Champion,4,1,3,4,1,1,2,3.125,49183.4830188391,1415119.7166247577,104,90.0,7.5,4238,3145,1.3399999999999999,8,2,3262.5,8,4,0,0,3
9121,Champion,5,0,3,2,2,2,2,3.5,4829.090511062254,169723.91813443438,104,63.0,2.6666666666666665,8502,1952,1.28,7,2,2687.5,8,4,1,2,1
9122,Champion,4,1,3,3,2,1,2,3.25,53694.56886649213,1497170.5011038852,104,90.0,7.5,4960,2918,1.2000000000000002,8,2,3325.0,8,4,0,0,3
9123,Champion,5,1,2,3,2,1,2,2.75,7483.591479346386,246893.16728784633,104,102.0,10.0,5766,2595,1.3666666666666665,12,1,2687.5,8,3,1,0,2
9124,Champion,6,0,2,1,1,2,4,3.875,53682.66110481844,1437721.7738654467,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0
9125,Champion,6,0,2,1,1,5,1,4.625,552.9504735088599,6743.417958679185,104,67.5,0.75,11303,1911,1.3499999999999999,26,2,2225.0,8,4,2,0,2
9126,Champion,5,1,2,0,1,6,1,4.375,3546.5824391614137,96080.54380429562,104,75.0,7.033333333333334,12498,1810,2.983333333333333,5,3,3681.25,8,4,1,1,1
9127,Champion,5,1,2,2,3,2,1,3.625,0.0,0.0,103,69.0,13.333333333333334,7890,2704,2.9333333333333336,7,3,3087.5,8,4,1,0,2
9128,Champion,6,0,2,1,3,2,2,3.75,1540.1886125612637,40948.49896695303,104,67.5,0.0,12013,2882,1.4666666666666666,6,5,2100.0,8,4,1,1,1
9129,Champion,6,1,1,3,2,0,3,4.25,28.30182654981368,436.82869599768827,104,72.5,10.0,10978,1121,2.471428571428571,11,3,3425.0,8,5,1,0,1
9130,Champion,4,1,3,0,4,4,0,4.0,2191.5885845838584,62245.03174126374,103,63.75,12.775,7856,2176,3.28,4,3,2800.0,8,4,1,1,2
9131,Champion,6,0,2,0,6,1,1,4.25,0.0,0.0,104,72.5,3.0,11791,4113,1.3833333333333335,6,3,2875.0,8,4,1,1,1
9132,Champion,5,0,3,1,1,5,1,4.25,4915.210083185705,130843.6788027453,104,69.0,0.3666666666666667,10378,2230,1.6800000000000002,6,2,3481.25,8,5,1,1,2
9133,Champion,5,0,3,5,2,0,1,3.875,0.0,0.0,104,63.0,3.3333333333333335,6619,2038,1.38,12,0,2937.5,8,5,1,0,2
9134,Champion,5,1,2,0,2,5,1,4.25,4242.241161770357,116430.9634161121,104,63.0,9.333333333333334,11783,1439,3.0333333333333337,5,4,3443.75,8,4,1,1,1
9135,Champion,6,0,2,2,2,3,1,4.375,2581.496254994465,53653.51590991142,104,67.5,0.75,11715,2610,1.7666666666666668,6,2,2531.25,8,5,1,0,2
9136,Champion,5,1,2,1,2,3,2,3.125,15791.362297777137,428131.226347431,104,84.0,10.0,5492,1203,1.1,25,2,3618.75,8,3,1,0,2
9137,Champion,6,0,2,1,4,1,2,3.125,7976.071269516757,329475.83339526923,104,77.5,1.5,5851,2694,1.6166666666666665,11,2,2650.0,8,3,2,1,1
9138,Champion,5,1,2,3,2,1,2,3.0,14677.837990993425,537146.3461163588,104,72.0,10.0,8103,2845,1.5166666666666666,7,2,2675.0,8,2,1,1,2
9139,Champion,6,0,2,3,2,2,1,3.75,797.523049491689,21439.552645670694,103,85.0,3.0,9699,3166,1.7,14,2,2100.0,8,4,1,2,0
9140,Champion,6,0,2,1,1,3,3,3.875,40669.02256953981,1080774.75144068,104,77.5,4.0,10440,2408,1.3833333333333335,6,4,2268.75,8,4,1,2,0
9141,Champion,7,0,1,3,0,3,2,3.25,6.220730511503261,53.2111078194145,104,77.14285714285714,0.0,9797,3393,1.642857142857143,13,4,1437.5,8,3,1,1,1
9142,Champion,5,0,3,3,3,1,1,3.5,0.0,0.0,104,81.0,3.3333333333333335,7473,2015,1.3199999999999998,23,0,2525.0,8,5,1,1,2
9143,Champion,4,1,3,4,1,1,2,3.125,49183.483018838306,1415119.7166247584,104,90.0,7.5,4238,3145,1.3399999999999999,8,2,3262.5,8,4,0,0,3
9144,Champion,6,0,2,3,3,1,1,3.625,0.0,0.0,104,75.0,0.0,9225,3621,1.7666666666666668,24,1,2650.0,8,4,1,1,1
9145,Champion,6,0,2,2,2,3,1,3.875,0.0,0.0,103,67.5,3.0,9834,3604,1.7666666666666666,10,2,2912.5,8,4,1,2,0
9146,Champion,6,0,2,2,1,3,2,3.125,6397.6796638299575,220485.54219854815,104,85.0,0.0,6117,3505,1.4166666666666667,9,2,2975.0,8,3,1,0,2
9147,Champion,5,1,2,3,2,1,2,2.75,7483.591479346383,246893.16728784592,104,102.0,10.0,5766,2595,1.3666666666666665,12,1,2687.5,8,3,1,0,2
9148,Champion,6,0,2,1,1,4,2,4.125,3980.5166098193677,96167.50653783063,104,72.5,0.55,12294,2103,1.4833333333333334,6,4,2706.25,8,5,1,2,0
9149,Champion,5,1,2,3,1,3,1,4.0,3543.9678096364128,87346.96945797253,104,66.0,10.366666666666667,9884,2473,1.3499999999999999,9,3,2900.0,8,4,1,1,1
9150,Champion,5,1,2,2,2,2,2,3.125,1557.2208968480136,44028.27391001333,104,72.0,10.366666666666667,8458,2419,1.6666666666666667,7,3,2812.5,8,3,1,2,0
9151,Champion,5,1,2,3,3,1,1,4.125,2778.1672128605505,94467.82985166185,104,63.0,13.333333333333334,9727,3087,3.2000000000000006,10,3,1800.0,8,5,2,1,1
9152,Champion,5,0,3,2,1,4,1,3.875,5252.37206575063,124135.20233883665,104,69.0,0.8666666666666667,9769,1653,1.6199999999999999,7,2,2431.25,8,6,1,2,1
9153,Champion,5,1,2,3,2,2,1,3.0,2180.7921552612406,52954.63719408976,104,90.0,11.0,6679,2335,1.5166666666666666,8,1,3050.0,8,2,1,1,1
9154,Champion,4,1,3,3,1,2,2,3.75,1355.741311818534,34559.77569056846,104,56.25,13.5,7089,1049,3.0599999999999996,5,1,3087.5,8,5,0,1,1
9155,Champion,6,0,2,1,1,3,3,3.875,40669.022569540095,1080774.7514407022,104,77.5,4.0,10440,2408,1.3833333333333335,6,4,2268.75,8,4,1,2,0
9156,Champion,6,0,2,2,1,2,3,3.75,39024.45283454125,1033761.5594294396,104,77.5,4.0,9329,2338,1.3,8,4,2031.25,8,4,1,2,0
9157,Champion,6,0,2,1,1,3,3,4.0,38872.31978576568,1042515.3624512831,104,67.5,4.0,9728,2361,1.2333333333333334,6,5,2706.25,8,4,1,2,0
9158,Champion,6,0,2,2,3,1,2,3.625,14823.048519828555,632006.0344300335,104,85.0,0.0,6181,2589,1.4166666666666667,14,2,2662.5,8,4,1,0,2
9159,Champion,6,0,2,2,1,3,2,4.125,2580.672445470654,53644.07010046563,104,77.5,0.75,11010,1850,1.5333333333333332,8,3,2025.0,8,5,1,0,2
9160,Champion,4,1,3,0,2,5,1,4.25,7889.443524179493,197051.31353002976,103,63.75,5.65,10835,1324,3.4200000000000004,4,2,3306.25,8,5,1,1,2
9161,Champion,6,0,2,0,3,3,2,4.0,8382.107642483761,231434.05516269096,104,70.0,4.0,9467,2357,1.3833333333333335,8,4,3062.5,8,4,1,1,1
9162,Champion,5,1,2,3,4,0,1,2.625,78921.74504339768,3243635.422148746,104,87.0,10.0,5821,2417,1.2333333333333334,7,2,2806.25,8,4,2,0,2
9163,Champion,6,0,2,3,4,0,1,3.0,17662.575117749544,717812.7171667307,104,92.5,0.0,5700,4079,1.8499999999999999,12,1,1993.75,8,4,2,0,2
9164,Champion,5,0,3,1,1,5,1,4.0,4530.708041848956,127157.0323071648,101,63.0,1.7,11186,3102,1.9,5,2,2812.5,8,5,1,3,0
9165,Champion,6,0,2,3,4,0,1,2.75,24779.07658492914,1057251.4522346607,104,92.5,0.0,5700,3119,1.8499999999999999,12,1,2056.25,8,4,2,0,2
9166,Champion,5,0,3,0,0,6,2,3.875,2275.8712933556762,63063.34315590859,104,75.0,1.7,9033,2171,1.64,5,3,3162.5,8,4,1,2,1
9167,Champion,5,1,2,3,2,2,1,3.0,2180.792155261242,52954.63719408972,104,90.0,11.0,6679,2335,1.5166666666666668,8,1,3050.0,8,2,1,1,1
9168,Champion,5,0,3,0,0,7,1,4.0,2276.797007641388,63070.96220352751,101,75.0,1.7,8617,2788,1.98,5,3,3162.5,8,4,1,2,1
9169,Champion,6,0,2,5,2,0,1,4.25,4.6575401062127915,86.82214672697134,104,70.0,0.0,9606,3469,1.8833333333333335,15,2,2650.0,8,4,2,1,1
9170,Champion,6,0,2,0,1,1,6,4.125,5407.261011148237,146103.91621946145,104,70.0,0.0,9693,2172,1.1833333333333333,6,6,3806.25,8,5,0,0,2
9171,Champion,5,1,2,2,2,2,2,3.125,23564.072489663835,622156.5931324378,104,90.0,10.0,5638,1250,1.116666666666667,15,2,3618.75,8,3,1,0,2
9172,Champion,6,0,2,4,1,3,0,3.5,0.0,0.0,104,90.0,0.0,8215,2387,1.3833333333333335,18,2,1962.5,8,4,1,1,1
9173,Champion,4,1,3,0,1,5,2,4.25,8815.726584836179,234700.78818013243,104,63.75,5.65,10654,1057,3.44,4,2,3793.75,8,5,1,1,2
9174,Champion,5,0,3,1,2,4,1,4.0,9308.569420302762,249338.3831083423,104,69.0,3.033333333333333,11314,2425,1.7600000000000002,5,2,2468.75,8,6,1,3,0
9175,Champion,5,0,3,0,1,5,2,3.75,2275.871293355675,63063.34315590858,103,78.0,1.7,8930,2134,1.44,5,3,2812.5,8,4,1,2,1
9176,Champion,5,0,3,2,1,3,2,4.25,1934.0570981434655,72160.57030561777,104,72.0,1.3333333333333333,6788,3874,1.54,10,3,2237.5,8,5,1,2,1
9177,Champion,7,0,1,3,3,2,0,4.0,0.0,0.0,104,66.42857142857143,0.0,10843,2687,1.5571428571428572,26,1,2387.5,8,3,2,0,1
9178,Champion,3,2,3,3,1,2,2,3.5,23187.73568882957,761936.4509992265,104,70.0,12.22,6259,2921,1.06,5,1,4450.0,8,4,0,1,2
9179,Champion,6,0,2,2,0,5,1,4.0,6175.521007261452,164871.7740856034,104,67.5,0.55,10707,3265,1.866666666666667,6,3,2937.5,8,4,1,2,0
9180,Champion,5,1,2,2,5,1,0,3.875,2.5062906843170505,16.258527695575935,103,90.0,6.666666666666667,4451,1540,2.6666666666666665,15,2,3481.25,8,4,1,0,2
9181,Champion,5,1,2,2,3,1,2,2.875,15469.356022681422,651364.8486329002,103,69.0,10.0,7391,2679,1.7333333333333334,7,3,2618.75,8,3,2,1,2
9182,Champion,4,1,3,4,3,0,1,2.875,13500.276213071784,504739.263947671,104,82.5,8.25,6162,1473,1.32,7,0,2987.5,8,1,1,1,2
9183,Champion,4,1,3,1,1,4,2,4.125,15465.444073831595,423592.2320742632,104,75.0,17.0,6936,1589,3.34,4,1,3275.0,8,5,0,1,1
9184,Champion,6,0,2,3,1,2,2,3.375,28.997402280438568,279.156884367246,101,90.0,2.0,7778,2292,1.2166666666666666,10,4,2025.0,8,5,1,1,1
9185,Champion,3,1,4,1,1,4,2,3.5,24564.57633861262,684195.8424645172,104,70.0,7.82,5394,546,3.5999999999999996,3,1,4150.0,8,5,0,2,1
9186,Champion,6,0,2,1,1,2,4,4.5,0.0,0.0,104,72.5,0.55,12507,2897,1.7333333333333334,6,5,3562.5,8,4,1,1,1
9187,Champion,5,1,2,2,5,1,0,4.0,0.0,0.0,103,90.0,13.333333333333334,4515,1540,2.6666666666666665,15,2,2856.25,8,4,1,0,2
9188,Champion,5,1,2,3,2,2,1,3.0,2180.7921552612406,52954.63719408976,104,90.0,11.0,6679,2335,1.5166666666666666,8,1,3050.0,8,2,1,1,1
9189,Champion,5,1,2,1,1,4,2,3.25,2704.559785818024,71538.32630058675,104,90.0,12.666666666666666,6806,1530,1.4166666666666667,10,3,3500.0,8,4,1,1,1
9190,Champion,5,0,3,1,3,2,2,3.625,4220.264911031255,150175.92269558678,104,63.0,0.0,10553,2999,1.52,5,4,2437.5,8,4,1,1,2
9191,Champion,5,0,3,0,1,6,1,4.375,4736.8813673117,113104.24780720493,101,57.0,0.8666666666666667,10822,2063,1.8,5,4,2831.25,8,5,1,1,2
9192,Champion,5,1,2,1,4,1,2,3.375,4297.64310194615,177616.91642422706,104,63.0,6.666666666666667,8669,2975,3.1166666666666667,5,5,2143.75,8,5,2,1,1
9193,Champion,6,0,2,1,3,2,2,3.75,1540.188612561259,40948.49896695298,104,67.5,0.0,12013,2882,1.4666666666666666,6,5,2100.0,8,4,1,1,1
9194,Champion,3,2,3,3,1,2,2,3.5,23187.73568882956,761936.4509992492,104,70.0,12.22,6259,2921,1.06,5,1,4450.0,8,4,0,1,2
9195,Champion,4,2,2,4,2,1,1,3.125,45167.78411244562,1704106.0714666646,104,82.5,15.0,6577,2247,0.8333333333333334,6,1,4200.0,8,4,0,0,2
9196,Champion,7,0,1,3,0,4,1,4.125,28.105510388546673,273.386788948352,104,85.71428571428571,0.0,9566,2647,1.3571428571428572,30,4,1675.0,8,4,1,0,1
9197,Champion,5,1,2,1,3,4,0,4.0,0.0,0.0,103,66.0,12.0,9925,2580,1.4500000000000002,19,2,2987.5,8,4,1,1,1
9198,Champion,5,1,2,3,2,1,2,2.75,7483.591479346409,246893.16728784563,104,102.0,10.0,5766,2595,1.3666666666666665,12,1,2687.5,8,3,1,0,2
9199,Champion,6,0,2,1,1,4,2,4.5,0.0,0.0,104,57.5,0.75,9745,3658,2.066666666666667,10,4,3075.0,8,4,1,0,2
9200,Champion,7,0,1,3,2,2,1,3.0,21.875529205859777,306.9999048796039,104,90.0,0.0,7815,2189,1.342857142857143,14,2,2400.0,8,4,1,1,0
9201,Champion,4,2,2,5,1,1,1,3.0,34409.27346951959,1256494.155553641,104,82.5,15.0,6074,2113,0.8500000000000001,7,1,4075.0,8,4,0,0,2
9202,Champion,6,0,2,1,1,2,4,3.875,53682.66110481745,1437721.7738654343,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0
9203,Champion,6,0,2,1,3,2,2,3.75,1540.188612561259,40948.49896695298,104,67.5,0.0,12013,2882,1.4666666666666666,6,5,2100.0,8,4,1,1,1
9204,Champion,6,0,2,0,2,5,1,4.5,1.8176061776061774,13.389143037941558,102,65.0,2.55,9540,2867,1.883333333333333,22,4,2975.0,8,5,1,2,0
9205,Champion,6,0,2,1,1,2,4,4.125,38186.51400458577,1008427.5959126523,104,72.5,0.75,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,1,1
9206,Champion,3,1,4,1,1,4,2,3.5,25619.047390239677,710222.5001033575,104,70.0,9.82,5868,814,1.5,3,1,4275.0,8,5,0,2,1
9207,Champion,5,0,3,2,4,2,0,3.8392857142857144,0.0,0.0,104,87.0,2.0,5068,1656,1.56,14,1,2125.0,7,5,3,3,1
9208,Champion,6,1,1,3,3,0,2,4.125,28.30182654981368,436.8286959976883,104,72.5,10.0,10427,1454,2.642857142857143,11,3,3187.5,8,5,1,0,1
9209,Champion,6,0,2,4,1,2,1,2.875,1437.7873325377468,36325.283744000575,103,90.0,0.0,6804,2395,1.2833333333333332,10,3,2400.0,8,4,1,1,2
9210,Champion,6,0,2,1,0,6,1,4.125,0.0,0.0,104,65.0,0.5,9490,2580,1.25,12,4,3081.25,8,5,2,1,1
9211,Champion,5,1,2,4,2,2,0,3.125,5442.06660363883,179545.28396595464,104,90.0,10.0,5641,2001,1.6666666666666667,19,0,3531.25,8,3,1,0,2
9212,Champion,6,1,1,3,3,0,2,4.125,28.30182654981368,436.8286959976883,104,72.5,10.0,10427,1454,2.642857142857143,11,3,3187.5,8,5,1,0,1
9213,Champion,6,0,2,3,2,2,1,3.875,0.0,0.0,104,67.5,1.5,10561,2331,1.6833333333333336,12,3,3025.0,8,4,1,1,1
9214,Champion,5,0,3,0,1,4,3,4.0,4139.638655260137,121989.46903428998,104,63.0,5.033333333333333,8696,1152,1.52,5,2,3775.0,8,6,0,2,0
9215,Champion,6,0,2,1,3,2,2,3.625,2734.2826618023155,111093.73178231453,103,67.5,1.5,10878,2670,1.3499999999999999,6,3,3362.5,8,3,1,1,1
9216,Champion,6,0,2,1,1,2,4,3.875,53682.661104818115,1437721.7738654674,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0
9217,Champion,5,1,2,3,4,0,1,2.625,78921.745043396,3243635.4221487953,104,87.0,10.0,5821,2417,1.2333333333333334,7,2,2806.25,8,4,2,0,2
9218,Champion,5,1,2,3,4,0,1,2.625,78921.7450433968,3243635.422148746,104,87.0,10.0,5821,2417,1.2333333333333334,7,2,2806.25,8,4,2,0,2
9219,Champion,6,0,2,3,2,0,3,3.5,3919.9331380697986,145335.47711756514,104,82.5,0.0,10833,1462,1.55,10,4,2368.75,8,6,2,1,1
9220,Champion,5,0,3,1,0,5,2,4.375,3183.254428564738,82602.26684160848,104,81.0,0.5,10358,2907,1.78,5,3,2875.0,8,4,1,0,3
9221,Champion,5,1,2,3,3,1,1,3.0,13500.276213071877,504739.26394766854,104,78.0,11.0,7173,2493,1.4666666666666668,8,0,3112.5,8,2,1,1,1
9222,Champion,6,0,2,3,0,4,1,3.75,1267.1186705857767,26092.517325187342,104,72.5,0.0,9283,2260,1.7833333333333332,24,2,3250.0,8,4,1,0,2
9223,Champion,5,0,3,1,0,2,5,3.875,7350.659953276697,201995.16206456814,104,72.0,2.6666666666666665,9051,1409,1.2,5,5,3368.75,8,5,0,2,2
9224,Champion,3,2,3,3,1,2,2,3.5,23187.735688829634,761936.4509992364,104,70.0,12.22,6259,2921,1.06,5,1,4450.0,8,4,0,1,2
9225,Champion,4,2,2,4,2,1,1,2.875,35309.790330396216,1397264.6349182457,104,78.75,15.0,5509,1971,1.0666666666666667,7,2,4018.75,8,5,1,0,2
9226,Champion,6,0,2,1,1,2,4,3.875,53682.66110481765,1437721.7738654572,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0
9227,Champion,5,1,2,3,1,1,3,4.5,177.96144752980516,2122.951138485664,104,69.0,23.333333333333332,15041,1599,1.2333333333333334,9,3,1843.75,7,5,1,1,1
9228,Champion,5,1,2,0,1,5,2,4.125,823.4927357192778,21831.862849750003,104,75.0,8.366666666666667,10197,2171,3.033333333333333,5,3,3162.5,8,4,1,2,0
9229,Champion,4,1,3,3,1,3,1,4.0,3154.957164053667,88929.95329733004,104,63.75,5.65,6878,1095,3.5599999999999996,8,1,4525.0,8,4,1,1,2
9230,Champion,8,0,0,1,2,3,2,4.25,28.105510388546673,273.386788948352,104,78.75,0.0,10742,3038,1.3875000000000002,27,4,1493.75,8,2,1,0,0
9231,Champion,5,0,3,3,1,2,2,2.875,2859.3080430160517,114092.66662603877,104,75.0,0.0,6041,3192,2.04,9,3,2081.25,8,4,2,1,3
9232,Champion,4,2,2,0,3,4,1,4.375,3749.539939782945,105036.92501510067,104,63.75,24.25,9597,1607,3.6666666666666665,4,2,3337.5,8,3,0,1,1
9233,Champion,5,0,3,0,0,6,2,4.25,8810.714003467569,234668.27112474025,104,63.0,0.8666666666666667,10985,1356,1.7,5,3,3318.75,8,5,1,1,2
9234,Champion,4,0,4,2,2,3,1,3.25,3101.1753942802366,126291.09660456437,104,71.25,3.5,2692,872,1.4,20,1,3106.25,8,6,1,1,2
9235,Champion,6,0,2,1,1,3,3,4.0,38872.31978576651,1042515.3624512721,103,67.5,4.0,9728,2340,1.2333333333333334,6,5,2706.25,8,4,1,2,0
9236,Champion,6,0,2,3,1,1,3,3.125,7630.049241447619,319851.76981609897,102,77.5,0.0,7202,3267,1.55,12,2,2437.5,8,3,1,0,2
9237,Champion,5,1,2,2,3,1,2,2.875,15469.356022681442,651364.8486329041,104,69.0,10.0,7538,2703,1.7333333333333332,7,3,2618.75,8,3,2,1,2
9238,Champion,3,2,3,3,1,2,2,3.5,23187.73568882952,761936.4509992239,104,70.0,12.22,6259,2921,1.06,5,1,4450.0,8,4,0,1,2
9239,Champion,5,1,2,2,2,4,0,3.875,0.0,0.0,104,72.0,10.700000000000001,9351,2080,1.8499999999999999,12,1,4056.25,8,4,2,2,0
9240,Champion,5,0,3,0,0,6,2,3.875,2275.8712933556753,63063.34315590848,104,75.0,1.7,9033,2171,1.64,5,3,3162.5,8,4,1,2,1
9241,Champion,5,1,2,2,3,2,1,4.0,4174.339351938072,174631.44302609004,104,78.0,10.0,10022,3055,1.4166666666666667,23,2,2500.0,8,5,1,1,1
9242,Champion,5,1,2,2,2,1,3,4.125,816.2476113785591,21621.448520779937,104,69.0,6.666666666666667,10983,1828,2.6333333333333333,9,3,2800.0,8,5,1,1,1
9243,Champion,5,0,3,3,1,1,3,3.875,838.5945177145785,22041.0111670014,104,69.0,0.0,9072,1829,1.2400000000000002,10,3,2800.0,8,5,1,1,2
9244,Champion,4,1,3,0,3,4,1,3.75,3410.0208298630073,128924.58092598802,104,82.5,6.025,9665,2269,3.3600000000000003,4,1,3375.0,8,3,1,2,1
9245,Champion,6,0,2,3,2,2,1,2.75,9549.237701769418,372563.41070574877,104,87.5,0.0,6265,2276,1.5,10,4,2343.75,8,5,2,1,2
9246,Champion,4,2,2,5,1,1,1,3.0,34409.27346951938,1256494.1555536545,104,82.5,15.0,6074,2113,0.8500000000000001,7,1,4075.0,8,4,0,0,2
9247,Champion,5,0,3,0,1,5,2,4.25,7996.852984365033,198112.34363043256,104,75.0,0.8666666666666667,11218,1616,1.58,5,3,2768.75,8,5,1,1,2
9248,Champion,4,1,3,3,2,1,2,3.25,53694.5688664922,1497170.501103916,104,90.0,7.5,4960,2918,1.2,8,2,3325.0,8,4,0,0,3
9249,Champion,4,1,3,3,2,1,2,3.25,53694.56886648995,1497170.5011039113,104,90.0,7.5,4960,2918,1.2,8,2,3325.0,8,4,0,0,3
9250,Champion,6,0,2,3,4,0,1,3.0,10305.445973381218,402544.7925248177,102,97.5,0.0,5832,4080,1.7333333333333336,10,2,2243.75,8,5,2,0,2
9251,Champion,4,1,3,1,2,4,1,3.75,13416.010720622406,366671.31880987255,104,67.5,9.5,6215,1597,3.4,6,1,3837.5,8,5,0,1,1
