index,rank,crowns,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles,winner
2550,Challenger,1,6,0,2,1,1,5,1,4.375,10.48173271261685,160.1327116660945,102,62.5,0.75,12259,2068,1.8166666666666667,6,4,3143.75,8,5,1,0,2,True
2551,Master,2,5,0,3,1,2,3,2,3.625,0.0,0.0,103,78.0,1.3333333333333333,8536,1943,1.1800000000000002,19,2,2312.5,8,3,1,1,2,True
2552,Master,1,6,0,2,1,1,2,4,3.875,1516.156168641229,38678.28920922667,102,72.5,4.0,9538,2341,1.3166666666666667,6,5,2706.25,8,4,1,2,0,True
2553,Master,2,4,1,3,1,1,5,1,3.75,5.1888197072941855,40.2953588080738,103,67.5,5.275,9462,1930,3.54,4,3,3675.0,8,4,1,1,2,True
2554,Master,1,6,0,2,0,2,5,1,5.267857142857143,3.508711665314122,40.68045172306819,104,62.5,0.75,13701,2736,1.6333333333333335,6,3,1868.75,7,3,2,1,2,True
2555,Challenger,3,7,0,1,2,2,3,1,4.75,0.0,0.0,84,64.28571428571429,0.0,10273,2449,1.7285714285714284,26,2,2637.5,8,2,1,0,1,True
2556,Challenger,3,6,0,2,4,1,1,2,4.75,0.0,0.0,90,70.0,0.0,10072,3076,1.8,15,3,3250.0,8,5,1,0,2,True
2557,Master,2,4,3,1,3,2,1,2,4.375,8.252805114907895,82.66035003304862,99,67.5,32.5,13016,1157,0.8571428571428571,6,2,3425.0,7,3,0,0,1,True
2558,Master,3,6,0,2,0,3,4,1,4.75,0.0,0.0,104,67.5,2.75,12624,2719,1.55,6,3,2587.5,8,4,2,1,1,True
2559,Master,2,7,0,1,1,4,3,0,4.0,0.0,0.0,104,72.85714285714286,4.0,10329,2947,1.5428571428571427,21,1,2287.5,8,3,2,1,0,True
2560,Challenger,1,7,0,1,1,2,3,2,5.125,0.0,0.0,98,62.142857142857146,1.0,13902,2956,1.7428571428571427,12,4,2975.0,8,4,1,1,0,True
2561,Master,1,5,0,3,1,1,3,3,4.25,0.0,0.0,94,72.0,1.3333333333333333,9991,3600,1.6200000000000003,5,4,2187.5,8,5,1,2,1,True
2562,Master,1,5,1,2,3,2,1,2,2.5,129.10328676717324,2574.021691771103,100,90.0,10.0,4442,1145,1.3,7,3,3887.5,8,3,0,0,2,True
2563,Master,1,4,1,3,2,2,2,2,3.5,39.37086790073916,378.80127321956564,103,82.5,7.5,4969,3171,1.4,14,1,2993.75,8,3,1,0,3,True
2564,Challenger,3,7,0,1,7,0,0,1,3.375,14.699664829342012,287.7175114809535,88,92.14285714285714,0.0,5374,1304,1.1142857142857143,24,2,1843.75,8,4,1,1,0,True
2565,Challenger,3,8,0,0,2,3,2,1,3.75,0.0,0.0,91,67.5,0.0,7582,1522,1.25,23,1,3737.5,8,5,0,0,0,True
2566,Challenger,2,5,1,2,1,4,2,1,4.125,25.6996412532675,508.98744353416976,104,78.0,10.0,7865,3572,1.4666666666666668,19,2,3487.5,8,5,1,1,1,True
2567,Master,3,7,0,1,3,1,1,3,3.625,2.469513846652958,16.786098013835776,104,92.14285714285714,0.0,10738,3577,1.442857142857143,11,4,2700.0,8,4,1,0,1,True
2568,Master,2,6,0,2,2,0,3,3,4.75,0.0,0.0,104,72.5,0.75,11932,2130,1.4000000000000001,10,4,2437.5,8,5,2,0,2,True
2569,Challenger,3,8,0,0,3,3,1,1,4.125,0.0,0.0,94,71.25,0.0,7981,3222,1.9250000000000003,13,3,3175.0,8,3,2,0,0,True
2570,Challenger,1,4,1,3,4,1,1,2,3.125,641.7776007517804,12046.228786670601,89,90.0,7.5,3602,2617,1.3399999999999999,8,2,3262.5,8,4,0,0,3,True
2571,Master,1,4,0,4,2,0,4,2,4.5,0.0,0.0,103,63.75,1.375,8231,3110,1.9999999999999998,8,2,2675.0,8,4,1,1,3,True
2572,Champion,1,5,1,2,3,4,0,1,2.625,2701.1974558450993,105534.8561364445,104,87.0,10.0,5821,2161,1.2333333333333332,7,2,2806.25,8,4,2,0,2,True
2573,Challenger,2,5,0,3,2,5,1,0,4.25,0.0,0.0,102,63.0,0.0,11965,3293,1.6400000000000001,5,0,2906.25,8,6,1,1,2,True
2574,Master,2,6,0,2,4,0,1,3,4.125,0.0,0.0,104,67.5,0.0,11098,2303,1.5333333333333334,11,4,2375.0,8,5,2,1,1,True
2575,Challenger,1,6,1,1,2,4,1,1,3.625,0.0,0.0,83,90.0,15.0,7518,1957,1.0142857142857142,8,2,2068.75,8,4,1,0,1,True
2576,Challenger,3,6,0,2,3,1,2,2,3.875,0.0,0.0,95,72.5,0.0,8678,2329,1.5166666666666666,13,4,2012.5,8,5,2,1,1,True
2577,Master,2,6,0,2,3,3,1,1,3.625,0.0,0.0,104,75.0,0.0,9225,3621,1.7666666666666666,24,1,2650.0,8,4,1,1,1,True
2578,Champion,3,6,0,2,2,1,3,2,3.75,0.0,0.0,104,77.5,3.0,9645,3448,1.9333333333333333,12,3,2737.5,8,4,1,2,0,True
2579,Challenger,2,4,1,3,3,2,2,1,5.375,0.0,0.0,104,63.75,19.0,11565,3531,1.16,14,1,2075.0,7,4,0,1,2,True
2580,Fun Deck,1,6,0,2,4,3,1,0,3.75,0.0,0.0,53,57.5,0.0,5242,1302,1.3166666666666667,7,1,3737.5,8,5,1,0,2,True
2581,Challenger,1,5,1,2,1,5,1,1,3.625,0.0,0.0,104,72.0,16.333333333333332,8071,2555,2.333333333333333,6,2,2562.5,8,4,1,0,2,True
2582,Master,1,4,1,3,3,3,1,1,3.875,0.0,0.0,98,60.0,8.25,10432,2120,2.5,6,2,4050.0,8,4,0,2,1,True
2583,Master,3,6,0,2,1,1,4,2,4.0,13.830950653509756,147.27227217327086,101,77.5,1.05,10431,1689,1.55,21,3,2143.75,8,5,2,2,0,True
2584,Challenger,1,6,1,1,1,4,3,0,4.75,0.0,0.0,99,75.0,28.0,12188,1986,2.4857142857142853,7,3,3087.5,8,4,0,1,0,True
2585,Master,2,6,0,2,2,0,4,2,3.625,0.0,0.0,104,80.0,4.0,5357,1325,1.0999999999999999,24,3,2862.5,8,6,0,1,1,True
2586,Master,1,6,0,2,3,4,1,0,4.0,11.052105401965145,192.1203499349936,104,67.5,0.0,11326,2858,1.3166666666666667,7,1,2587.5,8,4,2,1,1,True
2587,Challenger,1,4,1,3,3,2,1,2,3.25,1610.4542332138437,33550.50701171647,98,90.0,7.5,4366,2700,1.2,8,2,3325.0,8,4,0,0,3,True
2588,Master,3,5,1,2,4,3,1,0,4.875,0.0,0.0,104,69.0,10.5,10993,1900,1.2333333333333334,11,0,3312.5,8,5,1,1,1,True
2589,Challenger,1,6,2,0,1,2,2,3,4.5,0.0,0.0,100,57.5,39.5,9991,3196,2.3750000000000004,6,5,4150.0,8,5,0,0,0,True
2590,Challenger,1,6,0,2,2,3,3,0,3.5,0.0,0.0,103,95.0,0.0,6278,2859,1.3666666666666665,24,1,2162.5,8,5,1,1,1,True
2591,Master,1,7,0,1,2,2,2,2,4.125,9.222259358288769,196.9865525779334,104,92.14285714285714,0.0,9891,2382,1.3285714285714287,14,4,2956.25,8,4,1,0,1,True
2592,Challenger,1,5,0,3,1,4,2,1,3.8392857142857144,0.0,0.0,104,78.0,0.0,7936,2539,1.52,5,3,2100.0,7,4,2,1,3,True
2593,Master,1,6,0,2,0,2,1,5,3.5,0.0,0.0,104,72.5,0.0,7007,2110,1.1500000000000001,6,6,3212.5,8,5,1,0,2,True
2594,Challenger,3,6,0,2,2,1,3,2,3.625,0.0,0.0,74,70.0,0.0,6087,1671,1.4166666666666667,21,2,3056.25,8,4,0,1,1,True
2595,Master,3,5,0,3,0,0,6,2,4.25,89.0603266986939,1270.6237130853633,103,63.0,0.8666666666666667,10854,1329,1.7,5,3,3318.75,8,5,1,1,2,True
2596,Master,2,7,1,0,3,4,1,0,4.125,0.0,0.0,104,79.28571428571429,49.0,11788,1858,2.1125,11,1,2937.5,8,2,2,0,0,True
2597,Challenger,2,6,0,2,3,2,3,0,4.125,0.0,0.0,104,75.0,0.0,8246,2708,1.5666666666666667,15,2,2000.0,8,3,1,0,2,True
2598,Challenger,1,8,0,0,1,2,2,3,3.75,0.0,0.0,68,75.0,0.0,6475,1407,1.5625,8,4,3350.0,8,3,0,0,0,True
2599,Challenger,3,5,0,3,3,0,3,2,3.125,0.8654485049833888,3.0749635991593136,83,84.0,4.666666666666667,3637,1652,1.44,11,0,2662.5,8,5,0,1,1,True
2600,Master,3,7,0,1,1,4,3,0,3.875,0.0,0.0,104,66.42857142857143,6.0,10109,3813,1.7142857142857142,9,3,2312.5,8,4,2,1,0,True
2601,Master,1,6,0,2,2,2,3,1,4.0,91.17635432355236,1802.5832592685572,104,67.5,4.0,10675,2411,1.3,8,3,2087.5,8,4,1,2,0,True
2602,Master,3,5,1,2,2,2,2,2,3.625,2.510284139100933,17.311777254900033,103,81.0,13.333333333333334,10156,1209,2.85,7,3,2881.25,8,5,1,1,1,True
2603,Master,1,5,1,2,1,5,2,0,3.875,0.0,0.0,104,78.0,13.333333333333334,7634,2726,2.8000000000000003,19,0,2312.5,8,4,0,0,2,True
2604,Challenger,1,7,0,1,3,1,2,2,5.0,0.0,0.0,75,70.71428571428571,0.0,8301,2987,1.9285714285714286,27,3,2387.5,8,3,1,0,1,True
2605,Master,1,5,1,2,5,2,0,1,3.875,0.0,0.0,104,72.0,16.333333333333332,7262,2254,2.2833333333333337,10,1,2150.0,8,3,0,1,1,True
2606,Master,2,6,0,2,1,2,2,3,4.125,0.0,0.0,102,75.0,0.0,11771,2270,1.5166666666666668,6,5,2875.0,8,4,1,0,2,True
2607,Master,1,6,0,2,0,4,4,0,4.410714285714286,0.0,0.0,103,75.0,0.0,8855,2610,1.3333333333333333,20,2,2200.0,7,3,2,1,2,True
2608,Challenger,2,6,0,2,3,2,2,1,3.75,0.0,0.0,103,72.5,3.0,11502,2187,1.7333333333333334,10,1,3575.0,8,4,1,1,1,True
2609,Master,1,6,0,2,5,1,2,0,3.625,0.0,0.0,104,75.0,0.5,6772,1519,1.1500000000000001,16,1,2625.0,8,5,1,1,1,True
2610,Champion,1,6,0,2,1,3,3,1,3.875,0.0,0.0,104,62.5,3.0,10567,3857,1.8666666666666665,8,3,2912.5,8,4,1,2,0,True
2611,Master,1,6,0,2,1,2,3,2,3.875,17.93213851889084,338.00333485156057,97,72.5,0.55,8664,2266,1.2666666666666666,8,2,3400.0,8,5,1,1,1,True
2612,Challenger,1,6,0,2,3,2,1,2,4.0,0.0,0.0,92,90.0,0.0,10073,2511,1.5166666666666666,14,3,1812.5,8,4,0,1,1,True
2613,Challenger,1,7,0,1,0,0,1,7,3.625,8.4033222265385,170.11260053728094,73,75.0,0.0,5830,2308,1.9000000000000001,7,6,3306.25,8,3,0,0,1,True
2614,Master,1,6,1,1,3,1,2,2,2.75,0.8306878306878306,4.926974084743954,100,95.0,15.0,6607,2466,1.4857142857142858,13,1,2875.0,8,3,1,0,1,True
2615,Challenger,2,7,0,1,3,2,2,1,4.125,0.0,0.0,101,79.28571428571429,0.0,10296,2774,1.3142857142857143,22,1,2450.0,8,4,0,1,0,True
2616,Challenger,1,6,0,2,2,0,3,3,3.625,0.0,0.0,63,85.0,0.5,5140,1157,1.25,28,3,2050.0,8,3,1,1,1,True
2617,Fun Deck,1,6,0,2,4,3,1,0,3.75,0.0,0.0,34,57.5,0.0,4981,1199,1.3666666666666665,7,1,3250.0,8,4,1,0,2,True
2618,Challenger,3,6,0,2,1,0,4,3,4.25,0.0,0.0,85,75.0,0.5,8514,2021,1.5499999999999998,6,6,3075.0,8,5,2,1,1,True
2619,Master,1,6,0,2,1,0,5,2,3.75,0.0,0.0,102,80.0,4.0,8143,1668,1.2166666666666666,28,2,2443.75,8,4,1,1,1,True
2620,Challenger,2,6,0,2,2,1,2,3,3.875,0.0,0.0,82,67.5,0.0,7270,1001,1.25,20,3,3462.5,8,4,1,0,2,True
2621,Challenger,3,5,1,2,2,2,2,2,4.375,0.0,0.0,90,75.0,16.833333333333332,8529,1222,2.25,8,3,2075.0,8,4,1,0,2,True
2622,Challenger,2,6,0,2,3,1,2,2,3.75,0.0,0.0,95,62.5,0.0,7491,1734,1.8166666666666667,21,1,4143.75,8,5,1,0,2,True
2623,Challenger,3,5,1,2,2,1,3,2,4.0,0.0,0.0,82,72.0,12.0,7654,1976,1.666666666666667,19,3,3162.5,8,5,1,2,0,True
2624,Master,1,7,0,1,2,5,1,0,3.75,0.0,0.0,104,75.0,0.0,13593,3061,1.6714285714285713,7,1,2462.5,8,3,2,1,0,True
2625,Challenger,2,8,0,0,1,1,2,4,5.0,1.6244744456249012,7.461558519365559,82,69.375,0.0,13191,2174,1.35,9,5,2443.75,8,3,0,0,0,True
2626,Challenger,1,7,1,0,2,3,2,1,4.875,0.0,0.0,92,60.0,30.0,15642,2835,1.8875000000000002,7,3,3106.25,8,4,3,0,0,True
2627,Challenger,1,5,0,3,2,2,3,1,3.375,0.0,0.0,98,78.0,0.0,7045,1809,1.1400000000000001,19,1,2300.0,8,3,0,1,2,True
2628,Champion,1,4,1,3,2,1,3,2,3.875,0.8871595330739299,9.338521400778207,101,67.5,12.0,7028,1284,1.9599999999999997,4,1,4887.5,8,4,0,1,1,True
2629,Challenger,1,6,0,2,3,0,4,1,3.875,0.0,0.0,96,77.5,0.5,8764,1548,1.7,27,1,2462.5,8,5,3,1,1,True
2630,Challenger,2,5,1,2,3,3,2,0,3.5,0.8109028960817718,5.08403069643744,90,84.0,12.0,7579,2038,1.45,5,2,3512.5,8,4,2,1,1,True
2631,Master,1,4,1,3,0,3,3,2,3.875,0.8191126279863481,7.235977279031344,104,71.25,7.5,8846,1932,1.16,18,2,3262.5,8,4,1,0,3,True
2632,Master,1,5,1,2,1,5,1,1,4.25,0.0,0.0,104,78.0,6.666666666666667,4841,1593,2.8000000000000003,15,2,4043.75,8,4,1,0,2,True
2633,Challenger,1,5,1,2,3,3,1,1,2.625,1569.802173669093,61545.409374341005,97,87.0,12.666666666666666,5296,1209,1.2333333333333334,7,2,2931.25,8,4,2,1,1,True
2634,Challenger,1,6,0,2,3,4,1,0,4.0,0.0,0.0,104,87.5,0.0,9226,3044,1.45,15,0,2393.75,8,4,1,1,1,True
2635,Challenger,3,5,0,3,3,2,3,0,3.75,0.0,0.0,94,72.0,2.0,4535,2892,1.6,21,1,2787.5,8,5,1,2,1,True
2636,Challenger,1,5,0,3,2,2,2,2,3.875,0.0,0.0,82,66.0,0.3333333333333333,7703,2181,1.72,7,2,2375.0,8,4,2,2,1,True
2637,Challenger,3,6,0,2,2,0,3,3,4.0,4.224175824175824,93.22187983851782,74,65.0,4.0,8427,2408,1.8666666666666665,6,4,2337.5,8,4,1,2,0,True
2638,Challenger,1,7,0,1,3,1,2,2,3.75,0.0,0.0,81,77.14285714285714,0.0,6917,1122,1.3285714285714287,27,2,3012.5,8,5,1,0,1,True
2639,Challenger,1,8,0,0,2,1,1,4,3.5,7.537752953561819,158.70100827654687,101,86.25,0.0,7522,1917,1.4000000000000001,12,5,2506.25,8,3,0,0,0,True
2640,Challenger,1,5,1,2,1,4,1,2,4.125,0.0,0.0,88,72.0,16.333333333333332,6409,2879,2.3333333333333335,5,2,2925.0,8,5,0,0,2,True
2641,Challenger,3,6,0,2,1,4,2,1,4.75,7.5530544818374175,91.74599677673177,103,77.5,0.55,12130,3106,1.3499999999999999,13,1,2462.5,8,5,2,1,1,True
2642,Challenger,3,6,0,2,0,3,4,1,3.625,0.0,0.0,92,85.0,0.55,5677,1353,1.2666666666666666,20,1,3006.25,8,4,1,1,1,True
2643,Challenger,3,8,0,0,0,0,2,6,5.0,0.0,0.0,77,61.875,0.0,9979,2893,1.775,8,8,3912.5,8,5,1,0,0,True
2644,Fun Deck,3,6,1,1,2,2,4,0,3.75,0.0,0.0,43,62.5,20.0,6698,1094,2.771428571428572,8,2,1762.5,8,1,1,0,1,True
2645,Master,1,5,0,3,2,1,5,0,4.267857142857143,0.0,0.0,104,72.0,0.3333333333333333,9257,1485,1.28,24,2,1587.5,7,3,2,2,2,True
2646,Challenger,2,5,0,3,0,4,3,1,4.125,2.501416430594901,16.2641639360456,85,75.0,0.0,9076,2694,1.26,5,3,1587.5,7,3,2,1,3,True
2647,Challenger,2,7,0,1,3,3,2,0,3.25,0.0,0.0,74,90.0,0.0,4874,1429,1.3,28,0,1925.0,8,2,1,0,1,True
2648,Challenger,2,8,0,0,1,1,3,3,5.5,0.0,0.0,66,60.0,0.0,11670,2707,1.9375,13,5,3725.0,8,4,0,0,0,True
2649,Challenger,1,3,1,4,1,1,4,2,3.5,10.52037401152042,106.3193212862385,87,70.0,9.82,4861,449,1.5,3,1,4275.0,8,5,0,2,1,True
2650,Fun Deck,2,7,0,1,2,3,3,0,3.625,0.0,0.0,52,85.71428571428571,8.0,3935,1388,1.2714285714285716,17,1,2543.75,8,5,2,1,0,True
2651,Challenger,2,5,0,3,3,2,1,2,3.8392857142857144,0.0,0.0,104,84.0,0.0,9386,2626,1.7600000000000002,5,3,2100.0,7,4,1,2,2,True
2652,Champion,1,6,0,2,1,1,3,3,4.0,549.6567808281669,12773.027409326856,104,67.5,4.0,9728,2361,1.2333333333333334,6,5,2706.25,8,4,1,2,0,True
2653,Challenger,2,6,0,2,1,3,2,2,3.375,1.7718882774952986,11.109017413763628,91,85.0,0.0,6677,2687,1.6666666666666667,20,1,2775.0,8,3,1,0,2,True
2654,Challenger,3,7,0,1,2,3,2,1,4.875,0.0,0.0,102,85.71428571428571,0.0,9645,2427,1.3142857142857143,30,1,2093.75,8,4,1,0,1,True
2655,Challenger,1,4,1,3,3,2,1,2,3.375,560.2895180648197,11728.72914966766,96,90.0,7.5,4520,2804,1.2,8,1,3325.0,8,4,0,0,3,True
2656,Challenger,3,8,0,0,2,2,2,2,4.25,0.0,0.0,81,67.5,0.0,6540,2242,1.5875000000000001,10,4,3612.5,8,5,1,0,0,True
2657,Master,2,5,1,2,1,5,2,0,4.0,0.0,0.0,104,78.0,10.0,9560,3416,1.4833333333333334,19,1,2387.5,8,4,2,1,1,True
2658,Challenger,1,6,0,2,4,3,1,0,4.0,0.0,0.0,90,72.5,0.0,5996,2588,1.4333333333333333,25,0,2862.5,8,4,1,1,1,True
2659,Master,3,6,1,1,2,3,1,2,4.0,0.0,0.0,104,85.0,24.5,11550,2231,2.271428571428571,8,3,2850.0,8,4,1,1,0,True
2660,Challenger,3,7,0,1,0,2,2,4,4.25,0.0,0.0,93,64.28571428571429,0.0,10429,2784,1.6,21,4,2625.0,8,2,1,0,1,True
2661,Master,1,6,0,2,1,1,2,4,3.875,1516.1561686412322,38678.28920922666,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0,True
2662,Challenger,2,6,0,2,2,2,3,1,3.75,13.882519878658458,147.95215648637173,76,67.5,0.55,7254,1833,1.6833333333333333,20,2,2218.75,8,4,1,2,0,True
2663,Challenger,3,6,0,2,1,1,4,2,3.75,0.0,0.0,87,85.0,3.0,7888,2408,1.6166666666666665,11,3,2212.5,8,3,2,1,1,True
2664,Master,1,6,0,2,4,1,1,2,3.25,7.845403675047367,57.18082879900761,104,77.5,0.0,8435,2682,1.3,8,3,3187.5,8,4,1,0,2,True
2665,Challenger,3,5,1,2,5,1,1,1,5.553571428571429,0.8274509803921569,2.93995729398528,91,57.0,10.0,11356,2851,1.5166666666666666,11,1,2575.0,7,2,2,1,2,True
2666,Challenger,2,7,0,1,1,1,4,2,4.875,0.0,0.0,65,55.714285714285715,4.0,8113,1568,1.7571428571428573,7,4,4612.5,8,5,1,1,0,True
2667,Master,1,4,2,2,5,1,1,1,3.0,49.29086902843741,652.8291608667049,103,82.5,15.0,6074,2032,0.85,7,1,4075.0,8,4,0,0,2,True
2668,Challenger,3,5,1,2,1,3,3,1,4.375,2.583832176254979,28.3412428624746,100,63.0,16.0,11109,2137,3.1333333333333333,5,3,2431.25,8,6,1,2,0,True
2669,Challenger,3,7,0,1,1,1,4,2,4.375,0.0,0.0,66,57.857142857142854,6.0,5982,2785,1.9714285714285715,7,5,4275.0,8,4,1,1,0,True
2670,Challenger,3,4,0,4,3,1,3,1,3.4107142857142856,0.0,0.0,103,90.0,0.0,2235,1961,1.325,22,0,2450.0,7,3,1,1,4,True
2671,Challenger,1,5,1,2,4,3,0,1,3.0,29.032527826377642,1066.682717615999,102,96.0,10.0,6311,2463,1.2166666666666666,11,0,2700.0,8,4,1,0,2,True
2672,Challenger,3,6,0,2,2,3,1,2,3.875,0.0,0.0,100,90.0,2.0,6398,2280,1.2666666666666666,7,1,3487.5,8,5,1,1,1,True
2673,Master,3,6,0,2,2,1,4,1,4.375,0.0,0.0,103,62.5,4.0,12425,2482,1.8499999999999999,6,3,2831.25,8,5,1,2,0,True
2674,Challenger,2,7,0,1,1,3,4,0,4.125,0.0,0.0,101,77.14285714285714,6.0,8910,1851,1.2857142857142858,26,2,2712.5,8,4,1,1,0,True
2675,Challenger,1,5,1,2,0,5,0,3,4.25,0.0,0.0,98,78.0,16.333333333333332,11492,3191,2.35,5,2,1975.0,8,2,0,0,2,True
2676,Master,1,6,0,2,2,3,1,2,4.125,0.0,0.0,104,80.0,0.0,11037,2598,1.25,10,3,2212.5,8,4,1,1,1,True
2677,Challenger,1,7,0,1,1,3,2,2,3.875,0.0,0.0,80,81.42857142857143,0.0,5729,1791,1.2285714285714284,26,2,2093.75,8,4,0,0,1,True
2678,Challenger,3,6,0,2,3,3,0,2,3.625,0.0,0.0,77,80.0,0.0,5375,2094,1.55,9,3,2537.5,8,5,0,1,1,True
2679,Master,2,6,0,2,2,1,2,3,3.75,636.8629954517905,15132.24078895065,104,77.5,4.0,9329,2338,1.3,8,4,2031.25,8,4,1,2,0,True
2680,Master,3,6,0,2,2,2,3,1,4.125,0.0,0.0,103,65.0,2.0,8217,2803,1.5666666666666667,10,3,2406.25,8,4,1,2,0,True
2681,Master,2,5,1,2,3,1,2,2,3.5,10.499393729430105,212.51219337919167,104,96.0,19.0,8125,1129,2.0666666666666664,19,2,1250.0,8,3,1,2,0,True
2682,Master,1,6,0,2,2,1,3,2,3.125,0.0,0.0,104,85.0,0.0,6117,3505,1.4166666666666667,9,2,2975.0,8,3,1,0,2,True
2683,Challenger,3,6,0,2,2,1,2,3,4.125,0.0,0.0,89,80.0,0.0,6759,2595,1.5666666666666667,11,4,2800.0,8,4,1,0,2,True
2684,Challenger,3,7,0,1,2,1,4,1,4.0,0.0,0.0,75,77.14285714285714,0.0,4533,1022,0.9285714285714287,32,2,2931.25,8,6,1,0,1,True
2685,Challenger,1,4,1,3,2,2,1,3,4.0,2.6103896103896105,66.24983442598732,101,86.25,7.5,5847,2871,1.28,9,3,3681.25,8,5,1,0,3,True
2686,Challenger,3,7,0,1,1,3,1,3,3.375,0.0,0.0,99,83.57142857142857,0.0,9641,2870,1.2285714285714284,7,4,2137.5,8,2,2,0,1,True
2687,Master,3,6,0,2,2,4,1,1,4.0,0.0,0.0,104,77.5,0.0,11462,2671,1.4833333333333332,6,1,3337.5,8,5,1,1,1,True
2688,Master,3,7,0,1,2,3,2,1,4.0,0.0,0.0,103,77.14285714285714,0.0,8257,2984,1.5142857142857142,23,2,2400.0,8,4,2,0,1,True
2689,Challenger,2,6,0,2,5,2,1,0,3.5,0.0,0.0,96,62.5,0.0,9010,1921,1.7999999999999998,6,1,3125.0,8,3,1,0,2,True
2690,Master,1,5,1,2,3,3,1,1,3.875,0.0,0.0,103,90.0,10.0,10035,1665,1.2333333333333334,23,1,2712.5,8,5,1,1,1,True
2691,Challenger,2,5,0,3,1,0,5,2,4.0,0.0,0.0,94,63.0,1.3333333333333333,8825,3081,1.42,19,3,2400.0,8,4,1,2,1,True
2692,Master,1,6,0,2,2,2,3,1,3.75,13.88251987865846,147.95215648637176,102,67.5,0.55,10415,2589,1.6833333333333333,20,2,2218.75,8,4,1,2,0,True
2693,Master,2,5,0,3,1,1,5,1,4.125,0.8416886543535619,4.43460829480275,104,57.0,0.5,9065,3744,2.12,7,3,3000.0,8,4,1,1,3,True
2694,Challenger,2,8,0,0,0,2,2,4,4.625,0.0,0.0,87,65.625,0.0,10601,2651,1.7249999999999999,22,5,3137.5,8,3,0,0,0,True
2695,Challenger,1,5,0,3,2,5,1,0,3.5,0.0,0.0,85,90.0,0.0,5665,2455,1.5,9,0,2000.0,8,4,1,1,2,True
2696,Challenger,1,5,0,3,3,3,2,0,3.875,5.909509202453988,75.74582996802684,104,84.0,2.0,3896,2968,1.2,28,0,2537.5,8,5,0,1,2,True
2697,Master,2,6,0,2,3,3,1,1,3.875,0.0,0.0,104,82.5,2.0,7739,3242,1.8,13,2,2212.5,8,4,1,1,1,True
2698,Challenger,1,6,0,2,2,0,1,5,3.75,0.0,0.0,84,85.0,0.0,8464,1341,1.0666666666666667,8,4,2393.75,8,4,0,0,2,True
2699,Master,1,6,1,1,2,4,1,1,3.75,0.0,0.0,103,95.0,26.0,10291,2150,2.4714285714285715,24,1,1750.0,8,2,1,1,0,True
2700,Fun Deck,1,6,0,2,2,0,5,1,4.0,0.0,0.0,58,72.5,0.0,5220,2516,1.9666666666666666,14,3,3018.75,8,4,1,0,2,True
2701,Challenger,3,7,0,1,3,2,2,1,4.25,0.0,0.0,69,66.42857142857143,0.0,7075,1247,1.742857142857143,26,1,3381.25,8,5,1,0,1,True
2702,Fun Deck,1,6,0,2,3,1,1,3,3.5,0.0,0.0,77,77.5,0.0,6308,905,1.1,12,4,1987.5,8,5,1,1,1,True
2703,Challenger,3,5,1,2,1,3,2,2,4.125,0.0,0.0,89,84.0,10.0,8896,1308,1.3166666666666667,19,2,2875.0,8,4,1,1,1,True
2704,Challenger,1,6,2,0,0,3,2,3,4.625,0.0,0.0,99,65.0,35.0,12614,1263,2.4125,20,3,4050.0,8,3,0,0,0,True
2705,Master,2,6,0,2,1,1,3,3,3.75,0.0,0.0,104,80.0,3.0,10606,2868,1.4166666666666667,16,4,1881.25,8,4,2,1,1,True
2706,Challenger,1,6,0,2,2,1,4,1,3.375,0.0,0.0,93,65.0,3.0,6875,1732,1.7333333333333334,22,3,3256.25,8,6,1,2,0,True
2707,Master,1,4,1,3,4,1,2,1,3.25,0.9051282051282052,3.215946722786304,104,75.0,7.5,8314,1903,1.6199999999999999,6,1,2925.0,8,3,0,0,3,True
2708,Challenger,2,6,0,2,2,1,2,3,3.6964285714285716,0.8375576036866359,5.251144850699911,104,90.0,0.0,6668,1934,1.5166666666666668,28,3,1956.25,7,3,1,1,2,True
2709,Challenger,3,5,1,2,3,2,2,1,3.625,0.0,0.0,103,84.0,10.0,8491,2647,1.3500000000000003,5,3,2625.0,8,4,1,0,2,True
2710,Challenger,1,7,0,1,0,2,2,4,4.125,0.0,0.0,82,72.85714285714286,0.0,8664,1515,1.3571428571428572,21,4,2943.75,8,3,0,0,1,True
2711,Master,1,4,0,4,3,2,3,0,4.0,0.0,0.0,104,52.5,0.0,11660,3907,1.8,4,0,3175.0,8,4,1,1,3,True
2712,Master,2,6,0,2,2,2,2,2,4.0,0.0,0.0,104,85.0,0.75,9282,2931,1.45,10,3,1875.0,8,4,1,0,2,True
2713,Master,3,7,0,1,2,4,2,0,4.125,0.0,0.0,104,85.71428571428571,0.0,9503,2717,1.4142857142857141,10,1,3212.5,8,5,1,0,1,True
2714,Master,2,6,0,2,4,2,1,1,3.5,0.0,0.0,104,82.5,0.0,6801,2743,1.366666666666667,12,1,2687.5,8,4,1,0,2,True
