index,rank,crowns,troop,building,spell,common,rare,epic,legendary,elixir,conf_synergy,lift_synergy,levelSum,avgSpeed,avgSpellDuration,totalHP,totalDMG,avgAS,totalUnitsCount,abilityCount,avgRange,totalGroundT,totalAirT,totalBuildingT,totalBuffCount,totalProjectiles,winner
165,Master,1,6,0,2,5,2,1,0,3.625,0.0,0.0,103,82.5,0.0,10718,2290,1.5499999999999998,15,0,1993.75,8,5,1,1,1,True
166,Challenger,3,5,1,2,1,3,2,2,3.75,18.292263610315185,595.3245571509309,100,63.0,10.0,11462,1708,1.3666666666666665,5,2,3187.5,8,2,1,0,2,True
167,Champion,1,4,1,3,4,1,1,2,3.125,641.7776007517808,12046.228786670596,104,90.0,7.5,4238,3145,1.3399999999999999,8,2,3262.5,8,4,0,0,3,True
168,Challenger,1,5,1,2,0,4,4,0,4.0,0.0,0.0,95,78.0,13.333333333333334,7938,1386,1.1666666666666667,19,1,3437.5,8,5,1,2,0,True
169,Master,2,6,0,2,1,2,3,2,3.75,3.4971594090311022,39.64216499395586,102,62.5,0.55,8028,2046,1.5,6,5,3437.5,8,5,1,1,1,True
170,Master,1,6,1,1,3,3,1,1,4.125,0.0,0.0,104,85.0,15.55,11414,2704,1.6428571428571428,8,1,3362.5,8,5,1,1,0,True
171,Master,1,4,1,3,1,2,4,1,3.875,20.58917065223431,275.9637652413151,100,63.75,5.65,7906,1021,3.3,4,2,4325.0,8,5,1,1,2,True
172,Challenger,2,5,0,3,1,3,4,0,4.375,0.0,0.0,94,69.0,1.3333333333333333,7825,3251,1.4000000000000001,19,1,2875.0,8,5,0,1,2,True
173,Master,1,6,0,2,4,3,1,0,3.875,0.0,0.0,104,77.5,0.75,8196,1769,1.3500000000000003,12,0,3175.0,8,5,1,1,1,True
174,Challenger,1,5,1,2,1,2,4,1,4.375,0.0,0.0,83,72.0,10.5,7670,1845,1.5166666666666666,19,3,2737.5,8,4,1,0,2,True
175,Master,2,3,1,4,2,2,3,1,3.5,0.0,0.0,103,90.0,4.3,5057,1080,3.575,7,0,2975.0,8,4,0,0,4,True
176,Challenger,3,8,0,0,0,0,4,4,5.375,0.0,0.0,73,63.75,0.0,11578,3063,1.95,22,7,2875.0,8,3,2,0,0,True
177,Challenger,1,6,0,2,1,1,3,3,3.875,0.0,0.0,87,75.0,0.0,8286,1626,1.3499999999999999,20,3,2625.0,8,3,0,0,2,True
178,Challenger,3,6,0,2,0,4,4,0,4.0,0.0,0.0,102,72.5,3.0,10485,3356,1.5,20,3,2862.5,8,4,2,1,1,True
179,Champion,1,3,1,4,0,1,5,2,4.125,6.784821033468628,61.481818992158225,101,75.0,9.82,8423,1309,1.6749999999999998,3,1,4212.5,8,5,0,2,1,True
180,Master,2,5,1,2,2,2,1,3,4.0,9.524347094297552,103.34014421702196,104,90.0,10.0,9958,1887,1.4000000000000001,9,2,3162.5,8,3,0,0,2,True
181,Challenger,2,7,0,1,2,0,2,4,3.875,0.0,0.0,85,75.0,0.0,9176,1164,1.342857142857143,11,4,3312.5,8,5,1,0,1,True
182,Master,2,5,1,2,2,2,2,2,4.75,2.656477988338177,29.444674834789414,104,69.0,23.833333333333332,12775,1413,1.1666666666666667,9,2,1881.25,7,4,1,0,2,True
183,Challenger,1,6,0,2,3,2,1,2,3.875,0.0,0.0,98,67.5,0.0,10277,2466,1.45,8,1,2950.0,8,4,0,0,2,True
184,Challenger,3,5,0,3,3,3,2,0,4.125,0.0,0.0,104,90.0,1.3333333333333333,4913,2609,1.28,25,0,2200.0,8,5,1,2,1,True
185,Challenger,3,3,1,4,0,3,3,2,4.125,0.0,0.0,104,80.0,8.8,6155,2596,1.175,3,1,3650.0,8,6,0,1,2,True
186,Challenger,1,7,0,1,2,1,1,4,3.625,0.0,0.0,91,85.71428571428571,0.0,7363,2225,1.5000000000000002,11,5,2493.75,8,4,1,0,1,True
187,Challenger,1,6,0,2,3,3,2,0,3.875,0.0,0.0,101,85.0,0.0,6401,2511,1.3166666666666667,25,0,2175.0,8,4,0,1,1,True
188,Challenger,2,6,0,2,2,1,4,1,3.6964285714285716,0.8375576036866359,5.251144850699911,104,85.0,0.55,4730,1085,1.5166666666666666,29,1,2725.0,7,4,1,2,1,True
189,Master,3,4,0,4,2,2,2,2,3.75,0.0,0.0,104,75.0,0.275,8205,3138,1.325,6,2,2812.5,8,5,0,2,2,True
190,Challenger,2,5,0,3,1,1,5,1,4.25,0.0,0.0,103,72.0,2.3333333333333335,8461,3074,1.6199999999999999,10,3,2750.0,8,6,2,2,1,True
191,Master,3,5,1,2,3,2,2,1,4.25,0.0,0.0,104,66.0,18.333333333333332,11557,1764,2.3,6,2,2762.5,8,4,0,2,0,True
192,Challenger,1,5,1,2,2,6,0,0,3.75,0.0,0.0,98,90.0,10.0,8752,2909,1.3166666666666667,9,0,2562.5,8,5,1,1,1,True
193,Master,1,6,0,2,5,2,1,0,4.25,5.909509202453988,75.74582996802684,104,75.0,0.0,8971,3561,1.75,19,0,2312.5,8,4,1,1,1,True
194,Master,1,6,0,2,4,1,1,2,4.25,0.0,0.0,104,67.5,0.0,9913,2613,1.7000000000000002,11,3,2737.5,8,5,2,1,1,True
195,Master,1,4,1,3,1,5,2,0,3.875,0.8501529051987767,11.208344168737993,104,75.0,10.275,7122,2261,3.04,7,2,2318.75,8,5,1,2,1,True
196,Challenger,3,6,0,2,2,0,2,4,3.5,9.247619047619049,248.83646956400187,77,72.5,0.0,5065,1546,1.2166666666666668,7,4,3468.75,8,5,1,1,1,True
197,Challenger,3,5,1,2,0,1,4,3,3.75,3.4159542059748427,19.947460271279933,85,75.0,12.0,7643,1658,1.5833333333333333,19,2,4262.5,8,5,0,1,1,True
198,Challenger,3,6,1,1,0,3,3,2,4.5,2.5347593582887695,32.3090939486022,98,77.5,24.5,11047,2938,2.2,6,3,2512.5,8,4,0,0,1,True
199,Challenger,1,6,0,2,0,5,3,0,3.875,0.0,0.0,104,72.5,1.5,10051,3417,1.5666666666666664,8,2,2275.0,8,4,1,1,1,True
200,Challenger,2,4,3,1,0,4,3,1,3.75,2.513685817711177,13.572866631414467,104,82.5,31.25,7321,1669,3.585714285714286,18,3,3387.5,8,4,1,1,0,True
201,Challenger,2,6,1,1,3,2,2,1,3.875,0.0,0.0,100,90.0,15.0,8923,2749,1.2285714285714284,10,3,2700.0,8,5,1,0,1,True
202,Challenger,1,5,1,2,2,3,2,1,3.875,0.0,0.0,87,90.0,6.666666666666667,7401,1576,2.683333333333333,14,2,2912.5,8,3,2,1,1,True
203,Master,2,5,1,2,2,2,2,2,2.875,35.29501892662034,321.7797387201589,101,84.0,10.0,5285,1181,1.0999999999999999,13,2,3618.75,8,3,1,0,2,True
204,Master,2,6,0,2,2,2,3,1,4.625,0.0,0.0,104,67.5,0.75,12943,2760,1.9333333333333333,20,2,2750.0,8,4,2,0,2,True
205,Challenger,1,6,0,2,2,2,2,2,3.5,0.0,0.0,100,80.0,0.5,4581,1614,1.366666666666667,29,2,2812.5,8,6,1,1,1,True
206,Master,1,4,1,3,0,3,5,0,4.0,0.8649045521292218,4.55692598592846,104,63.75,14.775,8012,1372,3.28,4,3,2925.0,8,4,1,2,1,True
207,Challenger,1,5,1,2,2,1,4,1,4.75,5.457692588899448,67.41383482025662,101,75.0,23.833333333333332,12306,1721,1.3333333333333333,9,2,1743.75,7,4,1,1,1,True
208,Master,2,5,1,2,4,2,1,1,3.75,29.359017030396014,505.44575324683564,104,84.0,10.0,10153,1433,1.1833333333333333,13,1,2450.0,8,4,0,1,1,True
209,Challenger,1,6,0,2,3,0,4,1,3.625,5.92120932911028,124.84712513500021,63,72.5,4.0,6625,1359,1.4666666666666668,10,2,2475.0,8,5,0,2,0,True
210,Challenger,1,6,0,2,3,2,1,2,3.25,3.3978627563102792,20.084548572220285,101,82.5,0.0,10641,2779,1.3833333333333335,6,3,2337.5,8,4,1,1,1,True
211,Challenger,2,5,0,3,2,4,2,0,4.125,0.0,0.0,104,66.0,0.0,8176,3917,1.5000000000000002,5,3,3493.75,8,7,1,1,2,True
212,Challenger,3,6,0,2,2,2,2,2,4.125,0.0,0.0,66,77.5,0.0,5543,1980,1.3499999999999999,7,3,4150.0,8,7,0,0,2,True
213,Challenger,2,7,0,1,0,1,4,3,5.5,0.0,0.0,96,57.857142857142854,1.5,13764,2723,1.3714285714285714,7,5,3875.0,8,5,0,0,1,True
214,Challenger,1,5,0,3,1,0,5,2,4.0,0.8141592920353983,8.570097810898929,101,75.0,1.7,10115,3069,1.7600000000000002,5,3,2750.0,8,5,1,3,0,True
215,Master,1,6,2,0,2,4,2,0,3.75,0.0,0.0,102,80.0,39.5,9582,1763,2.075,20,0,2750.0,8,3,1,0,0,True
216,Challenger,1,6,1,1,5,1,0,2,3.25,5.299214533007144,18.82826268611528,96,85.0,15.0,7654,1362,1.0857142857142856,7,3,3437.5,8,6,1,0,1,True
217,Challenger,2,5,1,2,3,3,0,2,3.625,0.0,0.0,103,90.0,16.333333333333332,8363,1994,2.3833333333333333,8,1,2025.0,8,3,1,1,1,True
218,Challenger,1,7,0,1,1,2,3,2,4.375,0.0,0.0,97,81.42857142857143,1.5,9437,2273,1.5,11,4,2512.5,8,4,2,0,1,True
219,Master,2,5,1,2,1,3,3,1,4.0,0.0,0.0,104,90.0,17.666666666666668,6652,2887,2.3833333333333333,9,3,2375.0,8,5,1,1,1,True
220,Master,2,6,0,2,3,2,2,1,3.875,0.0,0.0,104,95.0,4.0,8983,2128,1.3833333333333335,29,1,1512.5,8,4,1,2,0,True
221,Master,1,7,0,1,1,2,2,3,3.75,0.0,0.0,104,77.14285714285714,0.0,10827,3176,1.5714285714285714,7,4,2362.5,8,2,2,0,1,True
222,Challenger,1,4,1,3,1,3,4,0,3.625,0.0,0.0,93,82.5,8.5,6608,2015,1.3400000000000003,18,0,2437.5,8,4,1,2,1,True
223,Challenger,2,6,0,2,2,3,2,1,3.875,0.0,0.0,103,77.5,0.0,11560,2741,1.9000000000000001,10,0,2606.25,8,4,1,0,2,True
224,Challenger,1,5,0,3,0,1,3,4,3.75,0.0,0.0,77,72.0,1.3333333333333333,6008,1172,1.8,19,3,3162.5,8,3,0,1,2,True
225,Master,1,5,1,2,3,2,2,1,3.875,0.0,0.0,104,72.0,11.333333333333334,8498,2495,1.3666666666666665,9,2,2975.0,8,5,1,1,1,True
226,Master,2,5,1,2,1,6,1,0,4.25,0.0,0.0,104,90.0,16.666666666666668,4978,1564,2.6666666666666665,15,2,2856.25,8,4,1,0,2,True
227,Challenger,1,7,0,1,0,0,3,5,3.25,0.0,0.0,71,77.14285714285714,0.0,4040,1699,1.5714285714285714,21,4,3731.25,8,4,0,0,1,True
228,Challenger,3,7,0,1,3,1,2,2,3.875,0.0,0.0,85,81.42857142857143,0.0,9230,2340,1.485714285714286,25,3,1612.5,8,3,1,1,0,True
229,Challenger,3,7,0,1,5,1,1,1,3.875,0.0,0.0,94,62.142857142857146,0.0,9062,2699,1.5999999999999999,9,2,3425.0,8,4,2,1,0,True
230,Challenger,3,6,0,2,4,1,2,1,4.125,0.0,0.0,104,95.0,0.0,4826,1165,1.2,22,1,1475.0,7,3,2,1,2,True
231,Master,2,7,0,1,2,3,1,2,4.25,0.0,0.0,103,90.0,0.0,12378,2801,1.2285714285714289,13,3,1625.0,8,3,1,0,1,True
232,Challenger,1,4,1,3,2,2,2,2,2.75,7.755638562399078,81.08945335692599,98,93.75,9.775,4704,1174,1.1600000000000001,4,4,3668.75,8,6,1,2,1,True
233,Challenger,3,6,0,2,3,3,2,0,4.625,0.0,0.0,104,82.5,0.0,11229,3787,1.3166666666666667,26,1,1612.5,8,3,2,0,2,True
234,Master,2,7,0,1,3,2,1,2,4.0,0.0,0.0,104,77.14285714285714,0.0,6807,3003,1.3285714285714287,17,3,2487.5,8,5,1,0,1,True
235,Master,3,6,0,2,2,4,1,1,3.5,0.0,0.0,104,75.0,0.0,7855,2731,1.4000000000000001,6,3,2800.0,8,5,1,1,1,True
236,Challenger,3,6,0,2,2,3,0,3,3.75,3.3774703557312256,31.112677147286718,88,75.0,0.0,3980,1476,1.2,14,4,2756.25,8,4,1,0,2,True
237,Challenger,3,4,0,4,3,0,3,2,3.75,0.0,0.0,82,67.5,0.275,8307,1778,1.1500000000000001,4,2,2850.0,8,5,1,3,2,True
238,Master,1,5,1,2,3,0,4,1,3.375,0.0,0.0,101,72.0,12.666666666666666,6835,979,1.75,25,2,3468.75,8,3,1,1,1,True
239,Challenger,1,7,0,1,3,3,0,2,4.375,0.0,0.0,103,85.71428571428571,0.0,11019,2822,1.3142857142857143,12,2,2450.0,8,4,0,0,1,True
240,Challenger,2,6,0,2,2,0,1,5,3.875,0.0,0.0,80,77.5,0.0,6652,2013,1.7000000000000002,24,4,3037.5,8,4,0,0,2,True
241,Challenger,2,8,0,0,0,1,0,7,4.375,0.0,0.0,73,61.875,0.0,9777,2190,1.6125,8,7,3218.75,8,3,0,0,0,True
242,Challenger,1,6,1,1,1,4,2,1,4.5,0.0,0.0,96,75.0,27.5,11290,2423,2.3000000000000003,11,3,1837.5,8,3,3,1,0,True
243,Champion,1,6,0,2,1,1,2,4,3.875,1516.156168641231,38678.28920922666,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0,True
244,Master,2,5,1,2,2,2,2,2,3.75,15.33499087206786,118.15805689419226,103,90.0,10.0,8016,1099,1.2,15,3,3631.25,8,4,1,0,2,True
245,Master,2,4,1,3,0,1,6,1,4.25,15.351492545422632,197.16468622464194,104,63.75,5.65,9896,832,3.3200000000000003,4,3,3800.0,8,4,1,1,2,True
246,Master,1,6,0,2,1,1,2,4,3.875,1516.1561686412306,38678.28920922672,104,72.5,4.0,9693,2377,1.3166666666666667,6,5,2706.25,8,4,1,2,0,True
247,Challenger,2,6,1,1,0,4,2,2,4.75,0.0,0.0,90,60.0,24.5,12601,2114,2.457142857142857,6,4,3212.5,8,4,0,0,1,True
248,Master,1,5,1,2,2,2,2,2,4.125,1.6244744456249012,7.461558519365559,104,81.0,10.0,11424,3290,1.4333333333333336,5,3,2618.75,8,4,1,0,2,True
249,Challenger,3,6,0,2,1,1,3,3,4.25,0.0,0.0,68,67.5,0.0,6213,1353,1.2666666666666668,9,4,3400.0,8,5,1,0,2,True
250,Challenger,1,7,0,1,1,4,2,1,4.25,2.5347593582887695,32.3090939486022,104,75.0,0.0,13348,2826,1.6714285714285713,9,2,2737.5,8,4,1,0,1,True
251,Challenger,1,4,1,3,0,4,1,3,4.75,0.0,0.0,98,67.5,11.0,10371,2007,1.3599999999999999,4,2,3550.0,8,6,0,1,1,True
252,Champion,1,7,0,1,3,3,2,0,3.5,0.0,0.0,104,85.71428571428571,0.0,8220,2068,1.3142857142857145,27,1,1862.5,8,4,1,1,0,True
253,Challenger,1,6,0,2,0,2,1,5,4.125,0.0,0.0,99,70.0,0.0,10917,2608,1.4666666666666668,6,5,2762.5,8,3,0,0,2,True
254,Challenger,2,5,0,3,2,2,2,2,3.75,0.0,0.0,95,66.0,2.0,8617,2275,1.3800000000000001,5,3,3350.0,8,5,0,2,1,True
255,Challenger,3,4,1,3,4,2,2,0,3.4107142857142856,29.359017030396014,505.44575324683564,96,78.75,7.5,5750,1193,1.4,8,1,2500.0,7,3,2,1,3,True
256,Champion,2,6,0,2,2,1,4,1,3.75,0.0,0.0,104,72.5,1.5,9283,2112,1.7833333333333332,24,2,3187.5,8,3,1,1,1,True
257,Challenger,1,4,0,4,3,0,4,1,4.553571428571429,0.0,0.0,103,67.5,0.375,4124,2172,1.625,13,2,2412.5,7,4,2,1,4,True
258,Challenger,3,6,0,2,3,0,4,1,3.75,0.0,0.0,90,70.0,3.0,9067,2690,1.6833333333333336,22,2,2200.0,8,4,1,1,1,True
259,Master,1,5,1,2,1,5,1,1,3.875,9.179518998242093,134.80445355883765,104,75.0,10.5,10130,2341,1.4666666666666666,5,1,2806.25,8,4,2,0,2,True
260,Master,1,7,1,0,5,1,2,0,3.375,1.735752198762715,6.167177824703198,104,92.14285714285714,30.0,7914,2011,0.95,18,2,2218.75,8,4,2,0,0,True
261,Master,1,6,0,2,2,3,3,0,4.0,0.0,0.0,103,65.0,0.75,9687,1757,1.0166666666666666,12,3,2243.75,8,4,2,0,2,True
262,Champion,1,6,0,2,0,1,1,6,4.125,0.0,0.0,104,70.0,0.0,9693,2172,1.1833333333333333,6,6,3806.25,8,5,0,0,2,True
263,Master,2,6,0,2,1,3,3,1,3.875,0.0,0.0,104,77.5,4.0,9817,1408,1.2666666666666668,8,3,3175.0,8,6,1,1,1,True
264,Master,1,5,1,2,2,4,1,1,3.75,0.0,0.0,104,84.0,10.0,8526,2564,1.2666666666666668,7,2,3112.5,8,5,1,1,1,True
265,Master,1,8,0,0,0,2,2,4,4.875,0.0,0.0,104,75.0,0.0,12400,2226,1.45,24,5,3212.5,8,3,0,0,0,True
266,Challenger,1,5,1,2,3,4,1,0,3.875,0.0,0.0,104,90.0,15.333333333333334,4988,3606,2.75,11,0,2687.5,8,5,0,1,1,True
267,Challenger,1,7,0,1,2,3,2,1,3.75,0.0,0.0,104,81.42857142857143,0.0,9273,2679,1.2285714285714284,9,3,2650.0,8,5,1,0,1,True
268,Challenger,1,5,1,2,4,2,1,1,3.125,0.8072727272727273,5.06127101738387,93,90.0,10.0,4979,1830,1.7333333333333334,17,0,3868.75,8,3,1,0,2,True
269,Fun Deck,3,5,0,3,0,1,4,3,3.5,0.0,0.0,67,84.0,2.0,6162,966,1.5,19,2,2737.5,8,3,1,1,2,True
270,Fun Deck,2,5,0,3,1,1,4,2,3.375,0.0,0.0,63,84.0,0.3333333333333333,4006,1013,1.04,19,2,2306.25,8,3,1,1,2,True
271,Master,2,4,2,2,0,5,1,2,3.875,0.0,0.0,104,71.25,19.75,10532,2211,2.0833333333333335,18,1,2600.0,8,3,1,0,2,True
272,Challenger,2,7,0,1,2,4,2,0,4.5,0.0,0.0,104,66.42857142857143,0.0,13520,3062,1.342857142857143,7,2,3275.0,8,4,2,0,1,True
273,Challenger,2,5,1,2,2,3,2,1,3.625,0.0,0.0,97,78.0,10.0,7878,2094,1.3166666666666667,7,1,2962.5,8,3,1,0,2,True
274,Master,2,5,0,3,1,2,5,0,4.125,0.0,0.0,103,63.0,2.3666666666666667,10540,3991,1.7600000000000002,5,2,3137.5,8,5,1,3,0,True
275,Challenger,3,4,2,2,3,5,0,0,4.5,0.0,0.0,89,71.25,20.0,7894,2769,4.266666666666667,13,0,1287.5,8,3,1,0,2,True
276,Challenger,1,7,0,1,4,1,2,1,3.875,0.8125000000000001,7.001292546316244,83,79.28571428571429,0.0,7278,1433,1.4142857142857144,13,4,2375.0,8,4,2,1,0,True
277,Master,1,5,1,2,3,3,1,1,3.0,0.0,0.0,101,90.0,13.333333333333334,5682,1552,2.766666666666667,21,0,2675.0,8,3,1,0,2,True
278,Challenger,1,6,0,2,1,1,4,2,4.0,0.0,0.0,70,62.5,0.0,5958,2422,1.9000000000000001,14,4,2668.75,8,3,1,0,2,True
279,Challenger,1,4,1,3,3,2,1,2,3.25,1610.4542332138442,33550.50701171647,68,90.0,7.5,3155,1879,1.2,8,2,3325.0,8,4,0,0,3,True
280,Challenger,1,5,1,2,4,2,1,1,4.0,0.8195488721804511,2.911880874686272,104,69.0,10.0,8194,3099,1.2833333333333332,10,1,3525.0,8,6,0,1,1,True
281,Challenger,3,6,0,2,2,3,1,2,3.625,0.0,0.0,84,80.0,0.0,8884,1388,1.4833333333333334,10,2,2487.5,8,4,1,1,1,True
282,Challenger,2,7,0,1,3,3,1,1,4.0,0.0,0.0,100,83.57142857142857,0.0,12382,2038,1.385714285714286,11,1,2868.75,8,6,2,0,1,True
283,Challenger,3,5,1,2,0,4,2,2,3.75,0.0,0.0,81,78.0,10.0,7189,2500,1.5333333333333334,19,2,2562.5,8,3,2,0,2,True
284,Challenger,1,6,0,2,4,2,1,1,3.25,0.0,0.0,99,75.0,0.0,6346,2103,1.2833333333333334,10,2,2987.5,8,5,0,1,1,True
285,Challenger,3,6,0,2,0,2,3,3,3.25,0.0,0.0,70,100.0,0.0,4043,1066,1.2166666666666668,20,3,2862.5,8,3,1,0,2,True
286,Challenger,1,6,1,1,2,4,1,1,4.25,0.0,0.0,97,70.0,24.5,10096,2408,2.157142857142857,10,2,2550.0,8,3,0,0,1,True
287,Master,1,3,1,4,1,1,4,2,3.5,10.52037401152042,106.31932128623849,104,70.0,9.82,5868,546,1.5,3,1,4275.0,8,5,0,2,1,True
288,Challenger,1,5,0,3,3,2,2,1,3.5,0.0,0.0,98,78.0,2.3333333333333335,4206,1878,1.34,13,1,2937.5,8,5,1,3,0,True
289,Challenger,3,4,1,3,0,2,5,1,3.75,15.351492545422632,197.16468622464194,87,67.5,5.65,6364,820,3.2,4,2,3800.0,8,4,0,1,2,True
290,Challenger,2,6,1,1,1,4,1,2,4.0,0.8075880758807588,4.565223718941541,102,80.0,24.5,12919,1984,2.2857142857142856,20,2,1612.5,8,2,1,1,0,True
291,Challenger,1,7,0,1,1,3,2,2,3.625,0.0,0.0,63,64.28571428571429,0.0,4801,1389,1.3142857142857143,22,3,3287.5,8,4,0,0,1,True
292,Master,3,5,0,3,2,1,4,1,3.625,0.0,0.0,104,84.0,0.3666666666666667,8123,2029,1.32,23,2,2212.5,8,4,0,2,1,True
293,Challenger,1,6,1,1,1,4,2,1,4.125,0.0,0.0,87,77.5,18.0,10658,1965,1.5285714285714287,8,1,3287.5,8,4,1,1,0,True
294,Master,2,7,0,1,3,2,2,1,3.75,0.0,0.0,104,85.71428571428571,0.0,3799,1635,1.4142857142857144,34,1,2531.25,8,3,2,0,1,True
295,Master,1,4,1,3,2,3,2,1,3.625,117.06998276867802,2028.562891398712,104,97.5,7.5,4817,2905,1.42,22,1,2850.0,8,4,1,1,2,True
296,Master,3,6,0,2,1,4,2,1,4.0,0.9481981981981982,12.500965038868795,104,57.5,0.0,12313,3767,1.7,6,4,2025.0,8,4,2,1,1,True
297,Master,1,6,0,2,2,2,3,1,3.875,0.0,0.0,101,77.5,0.0,8948,3008,1.5833333333333333,24,3,1837.5,8,5,2,1,1,True
298,Challenger,3,6,0,2,2,3,3,0,4.553571428571429,0.0,0.0,102,75.0,0.0,5740,3927,1.4833333333333334,27,1,1562.5,7,4,2,1,2,True
299,Challenger,1,6,0,2,3,0,3,2,4.125,1.8321713216439115,26.155193742239994,97,87.5,0.75,9332,1242,1.4333333333333333,10,2,2443.75,8,6,1,0,2,True
300,Challenger,3,6,1,1,1,3,2,2,4.625,0.0,0.0,83,90.0,15.0,10118,2554,1.3571428571428572,25,3,1675.0,8,3,2,0,1,True
301,Master,3,6,1,1,3,4,0,1,4.25,0.8125000000000001,7.001292546316244,104,77.5,35.0,6690,1417,1.042857142857143,17,3,1631.25,7,4,2,1,0,True
302,Challenger,3,6,0,2,1,1,1,5,3.875,0.0,0.0,80,80.0,0.0,7239,1374,1.1833333333333333,20,4,2850.0,8,4,0,1,1,True
303,Challenger,3,6,0,2,5,1,2,0,3.0,0.0,0.0,104,80.0,3.0,7033,2483,1.2333333333333334,8,1,2462.5,8,4,0,2,0,True
304,Master,2,6,0,2,4,3,0,1,4.0,0.0,0.0,104,90.0,0.0,5625,3272,1.3333333333333333,17,1,2662.5,8,5,1,0,2,True
305,Challenger,1,7,0,1,2,2,1,3,3.875,0.0,0.0,88,72.85714285714286,0.0,7376,2291,1.7142857142857142,7,4,3312.5,8,4,1,0,1,True
306,Challenger,1,5,0,3,1,0,2,5,3.875,10.243761318362914,197.93163707176782,84,72.0,2.6666666666666665,7265,1106,1.2,5,5,3368.75,8,5,0,2,2,True
307,Challenger,3,6,0,2,0,3,1,4,4.25,0.852233676975945,11.235776888278773,85,70.0,0.0,9083,3055,1.5,6,4,2650.0,8,3,0,0,2,True
308,Challenger,1,5,1,2,1,3,2,2,3.875,0.0,0.0,83,78.0,10.0,7970,2162,1.5666666666666667,5,3,3125.0,8,4,2,1,1,True
309,Master,1,5,1,2,2,2,3,1,4.75,0.0,0.0,104,63.0,16.833333333333332,9798,2134,2.45,9,2,2637.5,8,4,0,0,2,True
310,Master,1,6,1,1,2,2,2,2,3.125,0.0,0.0,102,80.0,15.0,6941,2039,1.0,13,2,2931.25,8,3,3,0,1,True
311,Challenger,3,7,0,1,1,1,2,4,3.75,0.0,0.0,80,72.85714285714286,0.0,5581,1599,1.2142857142857142,25,4,2643.75,8,2,0,0,1,True
312,Challenger,3,6,1,1,3,3,0,2,4.0,0.0,0.0,103,80.0,15.0,13270,2214,1.3571428571428572,8,2,2437.5,8,4,1,1,0,True
313,Challenger,3,7,0,1,2,2,3,1,5.125,0.0,0.0,100,68.57142857142857,0.0,15110,3009,1.5142857142857145,16,1,2368.75,8,4,2,0,1,True
314,Challenger,2,6,0,2,1,3,2,2,3.875,0.0,0.0,101,72.5,2.0,7452,2986,1.5166666666666666,8,4,2206.25,8,6,2,1,1,True
315,Challenger,1,6,1,1,1,3,4,0,4.75,0.0,0.0,102,72.5,17.0,10985,2995,1.1714285714285713,25,1,2887.5,8,5,0,1,0,True
316,Master,3,7,0,1,0,1,6,1,3.982142857142857,0.0,0.0,104,81.42857142857143,0.0,8269,2812,1.4000000000000001,27,3,1493.75,7,2,3,1,1,True
317,Challenger,1,4,2,2,2,3,2,1,3.75,0.0,0.0,82,67.5,19.75,6601,1306,2.3333333333333335,4,2,2737.5,8,3,0,0,2,True
318,Master,2,5,0,3,4,2,2,0,3.625,0.0,0.0,104,66.0,2.0,6389,2553,1.6600000000000001,11,1,2575.0,8,5,1,2,1,True
319,Master,1,6,0,2,1,3,2,2,3.75,0.0,0.0,103,75.0,0.0,6231,3456,1.5666666666666667,20,2,3237.5,8,4,0,0,2,True
320,Challenger,1,5,1,2,3,4,0,1,3.625,1.654793034470217,5.879527569622374,74,90.0,17.333333333333332,6648,1259,2.5000000000000004,5,2,2750.0,8,4,1,2,0,True
321,Master,3,7,0,1,4,0,1,3,3.375,0.0,0.0,104,90.0,0.0,9191,1557,1.2857142857142858,21,3,2056.25,8,4,1,1,0,True
322,Challenger,2,7,0,1,1,2,4,1,3.75,0.0,0.0,104,85.71428571428571,0.0,10525,3698,1.657142857142857,21,2,1662.5,8,3,2,1,0,True
323,Master,1,7,0,1,2,1,3,2,3.875,0.0,0.0,94,81.42857142857143,0.0,8068,2003,1.4571428571428573,31,3,2293.75,8,4,2,0,1,True
324,Challenger,1,6,1,1,3,2,1,2,3.0,7.655463845681341,111.99324473247154,94,95.0,15.0,5388,1978,1.5142857142857142,15,2,2762.5,8,3,1,0,1,True
325,Master,1,7,0,1,4,2,2,0,3.625,0.0,0.0,103,90.0,0.0,10111,2555,1.5142857142857142,16,1,2050.0,8,4,1,1,0,True
326,Master,1,5,1,2,3,4,0,1,2.625,2701.197455845097,105534.85613644472,104,87.0,10.0,5821,2161,1.2333333333333332,7,2,2806.25,8,4,2,0,2,True
327,Challenger,3,6,1,1,3,2,2,1,4.125,29.823248609902542,722.5816001517642,73,82.5,15.0,9359,1105,1.1714285714285715,24,3,2575.0,8,5,1,1,0,True
328,Champion,1,3,1,4,1,1,4,2,3.5,10.52037401152042,106.31932128623849,104,70.0,9.82,5868,546,1.5000000000000002,3,1,4275.0,8,5,0,2,1,True
329,Master,1,5,2,1,0,2,3,3,4.5,0.0,0.0,104,78.0,42.333333333333336,11792,790,1.8142857142857145,11,3,2131.25,7,4,1,1,0,True
330,Master,1,6,0,2,1,1,3,3,4.0,549.6567808281668,12773.027409326858,104,67.5,4.0,9728,2361,1.2333333333333332,6,5,2706.25,8,4,1,2,0,True
331,Master,1,5,1,2,2,2,1,3,3.0,55.2152808411372,1388.6888688637664,104,90.0,12.666666666666666,7215,1318,1.0333333333333332,7,3,2975.0,8,4,0,1,1,True
